POS,PLAYER,RUNS,MAT,INNS,NO,HS,AVG,BF,SR,100,50,4S,6S,Year
26,"Kevin Pietersen
DC",305,8,8,3,103*,61.00,207,147.34,1,1,22,20,2012
27,"Brendon McCullum
KKR",289,12,12,0,56,24.08,283,102.12,0,1,37,3,2012
28,"Tillakaratne Dilshan
RCB",285,10,9,1,76*,35.62,261,109.19,0,3,33,5,2012
29,"Sourav Ganguly
PWI",268,15,15,0,45,17.86,271,98.89,0,0,30,4,2012
30,"Michael Hussey
CSK",261,8,8,0,56,32.62,236,110.59,0,2,28,8,2012
31,"Manoj Tiwary
KKR",260,16,15,5,59,26.00,246,105.69,0,1,21,3,2012
32,"David Warner
DC",256,8,8,1,109*,36.57,156,164.10,1,1,28,14,2012
33,"Jesse Ryder
PWI",256,11,11,1,86,25.60,212,120.75,0,2,23,8,2012
34,"Shane Watson
RR",255,7,7,1,90*,42.50,168,151.78,0,2,26,14,2012
35,"Naman Ojha
DC",255,18,16,5,64*,23.18,224,113.83,0,1,21,13,2012
36,"Brad Hodge
RR",245,12,12,4,48*,30.62,175,140.00,0,0,18,9,2012
37,"JP Duminy
DEC",244,9,9,6,74,81.33,190,128.42,0,2,13,11,2012
38,"Dinesh Karthik
MI",238,17,14,1,44,18.30,213,111.73,0,0,30,2,2012
39,"Mayank Agarwal
RCB",225,16,12,1,64*,20.45,158,142.40,0,1,19,15,2012
40,"James Franklin
MI",220,12,11,2,79,24.44,223,98.65,0,1,15,6,2012
41,"Kieron Pollard
MI",220,14,11,2,64,24.44,159,138.36,0,2,15,14,2012
42,"Ashok Menaria
RR",220,15,12,1,40,20.00,202,108.91,0,0,14,8,2012
43,"Manvinder Bisla
KKR",213,7,7,0,89,30.42,160,133.12,0,1,16,10,2012
44,"Kumar Sangakkara
DEC",200,12,12,1,82,18.18,184,108.69,0,1,21,4,2012
45,"Ross Taylor
DC",197,12,12,2,55,19.70,171,115.20,0,1,12,7,2012
46,"Subramaniam Badrinath
CSK",196,15,9,2,57,28.00,181,108.28,0,1,23,2,2012
47,"Parthiv Patel
DEC",194,14,13,2,45,17.63,165,117.57,0,0,19,4,2012
48,"Yusuf Pathan
KKR",194,17,16,6,40*,19.40,169,114.79,0,0,10,7,2012
49,"Saurabh Tiwary
RCB",191,15,11,3,36*,23.87,170,112.35,0,0,9,8,2012
50,"Ravindra Jadeja
CSK",191,19,14,2,48,15.91,151,126.49,0,0,13,9,2012
51,"Azhar Mahmood
PBKS",186,11,10,2,36,23.25,142,130.98,0,0,16,8,2012
52,"Irfan Pathan
DC",176,17,12,5,42*,25.14,126,139.68,0,0,14,6,2012
53,"Adam Gilchrist
PBKS",172,7,7,2,64*,34.40,143,120.27,0,1,21,4,2012
54,"Dwayne Smith
MI",157,7,6,2,87*,39.25,98,160.20,0,1,18,7,2012
55,"Yogesh Nagar
DC",152,13,8,3,43*,30.40,133,114.28,0,0,13,3,2012
56,"Dan Christian
DEC",145,7,7,2,39,29.00,118,122.88,0,0,8,6,2012
57,"Manish Pandey
PWI",143,10,9,2,80*,20.42,112,127.67,0,1,12,6,2012
58,"Nitin Saini
PBKS",140,10,10,0,50,14.00,141,99.29,0,1,16,0,2012
59,"Venugopal Rao
DC",132,10,7,1,36,22.00,126,104.76,0,0,8,5,2012
60,"Angelo Mathews
PWI",127,9,8,1,35,18.14,108,117.59,0,0,5,4,2012
61,"Debabrata Das
KKR",126,15,10,7,35*,42.00,93,135.48,0,0,9,6,2012
62,"Marlon Samuels
PWI",124,8,8,1,46,17.71,123,100.81,0,0,7,5,2012
63,"Mithun Manhas
PWI",120,10,7,3,42*,30.00,96,125.00,0,0,10,4,2012
64,"Daniel Harris
DEC",111,4,4,0,47,27.75,101,109.90,0,0,11,5,2012
65,"Harbhajan Singh
MI",108,17,11,2,33,12.00,80,135.00,0,0,14,3,2012
66,"Albie Morkel
CSK",107,16,12,5,28,15.28,68,157.35,0,0,5,6,2012
67,"Piyush Chawla
PBKS",106,16,12,4,21*,13.25,88,120.45,0,0,9,4,2012
68,"David Miller
PBKS",98,6,6,3,34*,32.66,75,130.66,0,0,6,4,2012
69,"Michael Clarke
PWI",98,6,6,0,41,16.33,93,105.37,0,0,12,0,2012
70,"Shakib Al Hasan
KKR",91,8,7,1,42,15.16,74,122.97,0,0,6,3,2012
71,"Stuart Binny
RR",90,8,6,2,30,22.50,67,134.32,0,0,9,3,2012
72,"Anustup Majumdar
PWI",87,4,4,0,31,21.75,76,114.47,0,0,7,2,2012
73,"Gurkeerat Mann Singh
PBKS",86,5,4,1,29*,28.66,52,165.38,0,0,12,2,2012
74,"Richard Levi
MI",83,6,6,0,50,13.83,73,113.69,0,1,10,4,2012
75,"Herschelle Gibbs
MI",81,3,3,1,66*,40.50,88,92.04,0,1,8,2,2012
76,"Laxmi Ratan Shukla
KKR",75,11,8,2,26,12.50,57,131.57,0,0,4,5,2012
77,"Akshath Reddy
DEC",73,5,3,0,42,24.33,59,123.72,0,0,6,2,2012
78,"Bipul Sharma
PBKS",72,5,4,1,35*,24.00,47,153.19,0,0,6,3,2012
79,"Shreevats Goswami
RR",69,11,6,1,24,13.80,67,102.98,0,0,4,1,2012
80,"Vinay Kumar
RCB",68,15,7,2,25,13.60,62,109.67,0,0,3,2,2012
81,"Siddharth Chitnis
PBKS",66,6,4,1,38,22.00,62,106.45,0,0,7,1,2012
82,"Johan Botha
RR",58,11,7,3,14*,14.50,54,107.40,0,0,4,1,2012
83,"Aaron Finch
DC",55,2,2,0,30,27.50,51,107.84,0,0,8,0,2012
84,"Lasith Malinga
MI",55,14,6,0,17,9.16,53,103.77,0,0,4,3,2012
85,"Callum Ferguson
PWI",50,4,4,0,23,12.50,63,79.36,0,0,3,0,2012
86,"Andre Russell
DC",47,4,2,0,31,23.50,26,180.76,0,0,3,3,2012
87,"Andrew McDonald
RCB",47,4,3,1,30,23.50,35,134.28,0,0,6,2,2012
88,"Abhishek Nayar
PBKS",45,4,4,1,24,15.00,49,91.83,0,0,2,1,2012
89,"Brett Lee
KKR",42,10,3,1,25,21.00,20,210.00,0,0,2,4,2012
90,"Bhuvneshwar Kumar
PWI",40,11,9,6,11*,13.33,40,100.00,0,0,4,0,2012
91,"Kevon Cooper
RR",38,6,4,2,14,19.00,20,190.00,0,0,3,3,2012
92,"Bharat Chipli
DEC",37,5,4,1,25*,12.33,35,105.71,0,0,3,2,2012
93,"Unmukt Chand
DC",36,2,2,0,18,18.00,34,105.88,0,0,2,3,2012
94,"Pawan Negi
DC",36,8,4,2,14,18.00,29,124.13,0,0,4,1,2012
95,"Ashish Reddy
DEC",35,9,6,2,10*,8.75,29,120.68,0,0,3,1,2012
96,"Praveen Kumar
PBKS",35,16,7,4,10,11.66,30,116.66,0,0,2,1,2012
97,"Rajat Bhatia
KKR",35,17,6,3,12,11.66,28,125.00,0,0,4,0,2012
98,"Robin Peterson
MI",32,5,5,2,16*,10.66,30,106.66,0,0,3,1,2012
99,"Daniel Vettori
RCB",31,9,6,2,20,7.75,26,119.23,0,0,3,1,2012
100,"Paul Valthaty
PBKS",30,6,6,0,13,5.00,51,58.82,0,0,4,0,2012
101,"Murali Kartik
PWI",26,11,4,4,14*,0.00,21,123.80,0,0,1,1,2012
102,"Dishant Yagnik
RR",25,5,3,2,10*,25.00,13,192.30,0,0,5,0,2012
103,"Abhishek Jhunjhunwala
DEC",24,5,3,1,19,12.00,26,92.30,0,0,1,1,2012
104,"Ryan ten Doeschate
KKR",21,3,3,1,11,10.50,21,100.00,0,0,1,1,2012
105,"Alfonso Thomas
PWI",19,4,2,0,12,9.50,15,126.66,0,0,1,1,2012
106,"Srikkanth Anirudha
CSK",19,4,2,2,18*,0.00,7,271.42,0,0,1,2,2012
107,"Wayne Parnell
PWI",19,6,5,1,11,4.75,27,70.37,0,0,2,0,2012
108,"Dale Steyn
DEC",19,12,6,1,7,3.80,21,90.47,0,0,0,1,2012
109,"Ryan Harris
PBKS",18,5,2,1,15*,18.00,11,163.63,0,0,1,1,2012
110,"Ankit Sharma
DEC",18,9,4,1,15,6.00,13,138.46,0,0,0,2,2012
111,"Ravichandran Ashwin
CSK",18,19,5,2,8,6.00,15,120.00,0,0,2,0,2012
112,"Cheteshwar Pujara
RCB",17,3,3,0,11,5.66,22,77.27,0,0,1,1,2012
113,"Amit Mishra
DEC",16,14,5,2,8*,5.33,20,80.00,0,0,1,0,2012
114,"Tirumalasetti Suman
MI",15,2,2,0,10,7.50,19,78.94,0,0,1,1,2012
115,"Ishank Jaggi
DEC",15,3,3,1,10*,7.50,21,71.42,0,0,0,0,2012
116,"Paras Dogra
PBKS",15,3,3,1,6,7.50,24,62.50,0,0,0,0,2012
117,"Harmeet Singh Bansal
PBKS",15,7,2,1,14,15.00,7,214.28,0,0,3,0,2012
118,"Brad Hogg
RR",15,9,3,1,13,7.50,16,93.75,0,0,1,0,2012
119,"Harshal Patel
RCB",15,12,3,1,10,7.50,15,100.00,0,0,1,0,2012
120,"Mohammad Kaif
RCB",14,1,1,0,14,14.00,16,87.50,0,0,1,0,2012
121,"Sreenath Aravind
RCB",14,1,1,1,14*,0.00,8,175.00,0,0,3,0,2012
122,"James Faulkner
PBKS",14,2,2,1,11*,14.00,13,107.69,0,0,0,0,2012
123,"Dimitri Mascarenhas
PBKS",14,4,3,0,9,4.66,16,87.50,0,0,1,0,2012
124,"Doug Bracewell
DC",12,1,1,1,12*,0.00,9,133.33,0,0,1,0,2012
125,"Zaheer Khan
RCB",12,16,5,3,11*,6.00,17,70.58,0,0,1,0,2012
126,"Krishnakant Upadhyay
PWI",11,1,1,1,11*,0.00,8,137.50,0,0,0,1,2012
127,"Ankeet Chavan
RR",11,8,2,1,7*,11.00,8,137.50,0,0,2,0,2012
128,"Ashish Nehra
PWI",11,13,2,2,9*,0.00,12,91.66,0,0,1,0,2012
129,"Dhawal Kulkarni
MI",10,2,1,1,10*,0.00,5,200.00,0,0,2,0,2012
130,"Sunil Narine
KKR",9,15,2,1,9*,9.00,7,128.57,0,0,2,0,2012
131,"Clint McKay
MI",8,2,1,0,8,8.00,15,53.33,0,0,0,0,2012
132,"Juan Theron
DEC",7,2,1,1,7*,0.00,6,116.66,0,0,1,0,2012
133,"Shadab Jakati
CSK",7,15,2,2,6*,0.00,12,58.33,0,0,0,0,2012
134,"Chris Lynn
DEC",6,1,1,0,6,6.00,9,66.66,0,0,1,0,2012
135,"Harpreet Singh
PWI",6,1,1,0,6,6.00,6,100.00,0,0,0,0,2012
136,"Asad Pathan
RCB",6,2,2,1,4,6.00,7,85.71,0,0,0,0,2012
137,"Glenn Maxwell
DC",6,2,2,1,3*,6.00,11,54.54,0,0,0,0,2012
138,"Wriddhiman Saha
CSK",6,4,1,0,6,6.00,14,42.85,0,0,0,0,2012
139,"Bhargav Bhatt
PBKS",6,5,1,1,6*,0.00,2,300.00,0,0,0,1,2012
140,"Muttiah Muralitharan
RCB",6,10,2,0,6,3.00,9,66.66,0,0,0,0,2012
141,"RP Singh
MI",6,11,5,3,3,3.00,12,50.00,0,0,0,0,2012
142,"Nuwan Kulasekara
CSK",5,5,1,1,5*,0.00,3,166.66,0,0,1,0,2012
143,"Pragyan Ojha
MI",5,9,3,1,4,2.50,14,35.71,0,0,0,0,2012
144,"Siddharth Trivedi
RR",5,14,1,1,5*,0.00,6,83.33,0,0,0,0,2012
145,"Mohnish Mishra
PWI",4,1,1,0,4,4.00,4,100.00,0,0,1,0,2012
146,"Dwaraka Ravi Teja
DEC",4,2,2,0,4,2.00,4,100.00,0,0,1,0,2012
147,"Syed Mohammad
RCB",4,2,1,1,4*,0.00,1,400.00,0,0,1,0,2012
148,"Thisara Perera
MI",4,2,2,1,4*,4.00,9,44.44,0,0,0,0,2012
149,"Manpreet Gony
DEC",4,6,1,0,4,4.00,8,50.00,0,0,0,0,2012
150,"Parvinder Awana
PBKS",4,12,2,2,4*,0.00,5,80.00,0,0,0,0,2012
151,"Ali Murtaza
PWI",3,1,1,1,3*,0.00,5,60.00,0,0,0,0,2012
152,"Doug Bollinger
CSK",3,6,1,0,3,3.00,5,60.00,0,0,0,0,2012
153,"Morne Morkel
DC",3,16,4,2,2*,1.50,5,60.00,0,0,0,0,2012
154,"Ashok Dinda
PWI",2,7,1,0,2,2.00,5,40.00,0,0,0,0,2012
155,"Rahul Sharma
PWI",2,11,5,1,2,0.50,11,18.18,0,0,0,0,2012
156,"Umesh Yadav
DC",2,17,3,1,1*,1.00,7,28.57,0,0,0,0,2012
157,"Varun Aaron
DC",1,8,2,0,1,0.50,3,33.33,0,0,0,0,2012
