POS,PLAYER,RUNS,MAT,INNS,NO,HS,AVG,BF,SR,100,50,4S,6S,Year
49,"Shahbaz Ahmed
SRH",215,16,12,3,59*,23.89,166,129.51,0,1,7,13,2024
50,"Rilee Rossouw
PBKS",211,8,8,0,61,26.38,116,181.89,0,1,25,11,2024
51,"David Miller
GT",210,9,9,3,55,35.00,139,151.07,0,1,20,8,2024
52,"Prithvi Shaw
DC",198,8,8,0,66,24.75,121,163.63,0,1,30,5,2024
53,"Dhruv Jurel
RR",195,15,11,3,56*,24.38,141,138.29,0,2,18,7,2024
54,"Ashutosh Sharma
PBKS",189,11,9,2,61,27.00,113,167.25,0,1,10,15,2024
55,"Rahul Tewatia
GT",188,12,9,2,36*,26.86,129,145.73,0,0,24,5,2024
56,"Jitesh Sharma
PBKS",187,14,12,1,32*,17.00,142,131.69,0,0,9,12,2024
57,"Shai Hope
DC",183,9,9,1,41,22.88,122,150.00,0,0,12,12,2024
58,"Abdul Samad
SRH",182,16,12,2,37*,18.20,108,168.51,0,0,15,11,2024
59,"Rinku Singh
KKR",168,15,11,2,26,18.67,113,148.67,0,0,13,8,2024
60,"David Warner
DC",168,8,8,0,52,21.00,125,134.40,0,1,17,10,2024
61,"Rahul Tripathi
SRH",165,6,6,0,55,27.50,115,143.47,0,1,18,6,2024
62,"Angkrish Raghuvanshi
KKR",163,10,7,0,54,23.29,105,155.23,0,1,16,8,2024
63,"MS Dhoni
CSK",161,14,11,8,37*,53.67,73,220.54,0,0,14,13,2024
64,"Shikhar Dhawan
PBKS",152,5,5,0,70,30.40,121,125.61,0,1,18,4,2024
65,"Deepak Hooda
LSG",145,11,9,1,50,18.13,105,138.09,0,1,16,3,2024
66,"Naman Dhir
MI",140,7,7,1,62*,23.33,79,177.21,0,1,12,10,2024
67,"Pat Cummins
SRH",136,16,10,4,35*,22.67,95,143.15,0,0,9,8,2024
68,"Wriddhiman Saha
GT",136,9,9,0,39,15.11,115,118.26,0,0,18,3,2024
69,"Krunal Pandya
LSG",133,14,12,8,43*,33.25,105,126.66,0,0,8,5,2024
70,"Moeen Ali
CSK",128,8,5,0,56,25.60,98,130.61,0,1,7,8,2024
71,"Shahrukh Khan
GT",127,7,7,0,58,18.14,75,169.33,0,1,9,9,2024
72,"Ramandeep Singh
KKR",125,15,9,5,35,31.25,62,201.61,0,0,5,12,2024
73,"Mahipal Lomror
RCB",125,10,10,2,33,15.63,68,183.82,0,0,9,9,2024
74,"Shimron Hetmyer
RR",113,12,9,4,27*,22.60,69,163.76,0,0,9,7,2024
75,"Liam Livingstone
PBKS",111,7,7,2,38*,22.20,78,142.30,0,0,8,7,2024
76,"Nehal Wadhera
MI",109,6,6,0,49,18.17,84,129.76,0,0,9,6,2024
77,"Rovman Powell
RR",103,10,7,1,27,17.17,68,151.47,0,0,10,6,2024
78,"Rashid Khan
GT",102,12,8,3,31,20.40,71,143.66,0,0,11,3,2024
79,"Anuj Rawat
RCB",98,5,5,1,48,24.50,77,127.27,0,0,10,3,2024
80,"Ravichandran Ashwin
RR",86,15,9,3,29,14.33,74,116.21,0,0,5,4,2024
81,"Arshad Khan
LSG",83,4,4,2,58*,41.50,54,153.70,0,1,6,5,2024
82,"Vijay Shankar
GT",83,7,7,2,17,16.60,72,115.27,0,0,7,2,2024
83,"Harpreet Brar
PBKS",75,13,7,5,29,37.50,54,138.88,0,0,8,2,2024
84,"Dewald Brevis
MI",69,3,3,0,46,23.00,59,116.94,0,0,3,5,2024
85,"Mayank Agarwal
SRH",64,4,4,0,32,16.00,57,112.28,0,0,8,1,2024
86,"Rahmanullah Gurbaz
KKR",62,3,2,0,39,31.00,46,134.78,0,0,7,4,2024
87,"Mitchell Marsh
DC",61,4,4,0,23,15.25,38,160.52,0,0,9,3,2024
88,"Atharva Taide
PBKS",61,2,2,0,46,30.50,39,156.41,0,0,7,2,2024
89,"Romario Shepherd
MI",57,6,5,3,39*,28.50,21,271.42,0,0,5,5,2024
90,"Glenn Maxwell
RCB",52,10,9,0,28,5.78,43,120.93,0,0,6,2,2024
91,"Sameer Rizwi
CSK",51,8,5,1,21,12.75,43,118.60,0,0,4,2,2024
92,"Tom Kohler- Cadmore
RR",48,4,3,0,20,16.00,54,88.88,0,0,7,1,2024
93,"Kuldeep Yadav
DC",47,11,5,2,35*,15.67,41,114.63,0,0,6,1,2024
94,"Sikandar Raza
PBKS",43,2,2,0,28,21.50,38,113.15,0,0,2,2,2024
95,"Manish Pandey
KKR",42,1,1,0,42,42.00,31,135.48,0,0,2,2,2024
96,"Azmatullah Omarzai
GT",42,7,4,0,17,10.50,33,127.27,0,0,2,2,2024
97,"Nitish Rana
KKR",42,2,2,0,33,21.00,34,123.52,0,0,5,1,2024
98,"Devdutt Padikkal
LSG",38,7,7,0,13,5.43,53,71.69,0,0,3,0,2024
99,"Swapnil Singh
RCB",37,7,5,3,15*,18.50,21,176.19,0,0,3,3,2024
100,"Mohammad Nabi
MI",35,7,5,1,23,8.75,31,112.90,0,0,2,2,2024
101,"Shubham Dubey
RR",33,4,3,1,25,16.50,19,173.68,0,0,3,2,2024
102,"Karn Sharma
RCB",31,9,3,0,20,10.33,15,206.66,0,0,2,3,2024
103,"Rasikh Salam
DC",28,8,4,0,10,7.00,30,93.33,0,0,4,0,2024
104,"Kane Williamson
GT",27,2,2,0,26,13.50,27,100.00,0,0,4,0,2024
105,"Harpreet Bhatia
PBKS",27,2,2,0,14,13.50,34,79.41,0,0,2,0,2024
106,"Suyash S Prabhudessai
RCB",24,1,1,0,24,24.00,18,133.33,0,0,3,0,2024
107,"Jaydev Unadkat
SRH",24,11,5,2,8*,8.00,26,92.30,0,0,2,1,2024
108,"Tanush Kotian
RR",24,1,1,0,24,24.00,31,77.41,0,0,3,0,2024
109,"Bhuvneshwar Kumar
SRH",23,16,5,2,13,7.67,29,79.31,0,0,3,0,2024
110,"Yudhvir Singh
LSG",21,2,2,0,14,10.50,14,150.00,0,0,1,2,2024
111,"Rahul Chahar
PBKS",21,9,2,1,16,21.00,15,140.00,0,0,3,1,2024
112,"Shardul Thakur
CSK",21,9,3,2,17,21.00,17,123.52,0,0,2,1,2024
113,"Ashton Turner
LSG",21,2,2,0,16,10.50,18,116.66,0,0,0,2,2024
114,"Kagiso Rabada
PBKS",20,11,3,2,11*,20.00,14,142.85,0,0,0,2,2024
115,"Gulbadin Naib
DC",19,2,1,0,19,19.00,15,126.66,0,0,1,1,2024
116,"Marco Jansen
SRH",18,3,2,1,17,18.00,13,138.46,0,0,1,1,2024
117,"Saurav Chauhan
RCB",18,3,3,0,9,6.00,15,120.00,0,0,1,1,2024
118,"Sumit Kumar
DC",18,4,3,1,9*,9.00,24,75.00,0,0,2,1,2024
119,"Piyush Chawla
MI",15,11,6,2,10,3.75,15,100.00,0,0,1,1,2024
120,"Sanvir Singh
SRH",14,4,3,2,8*,14.00,12,116.66,0,0,1,0,2024
121,"Trent Boult
RR",14,16,5,3,12,7.00,16,87.50,0,0,2,0,2024
122,"Mitchell Santner
CSK",14,3,3,0,11,4.67,17,82.35,0,0,1,0,2024
123,"Gerald Coetzee
MI",14,10,5,1,8,3.50,22,63.63,0,0,0,1,2024
124,"Sai Kishore
GT",13,5,2,1,13,13.00,6,216.66,0,0,0,2,2024
125,"Harshal Patel
PBKS",13,14,4,1,12,4.33,19,68.42,0,0,1,1,2024
126,"Mohammed Siraj
RCB",12,14,3,1,12,6.00,8,150.00,0,0,0,2,2024
127,"Darshan Nalkande
GT",12,3,1,0,12,12.00,11,109.09,0,0,0,1,2024
128,"Jasprit Bumrah
MI",12,13,4,4,8*,-,12,100.00,0,0,1,0,2024
129,"Umesh Yadav
GT",12,7,2,1,10*,12.00,15,80.00,0,0,0,1,2024
130,"Avesh Khan
RR",10,16,3,3,7*,-,5,200.00,0,0,1,0,2024
131,"Lalit Yadav
DC",10,2,2,0,7,5.00,12,83.33,0,0,1,0,2024
132,"Luke Wood
MI",9,2,1,1,9*,-,3,300.00,0,0,0,1,2024
133,"Arshin Atul Kulkarni
LSG",9,2,2,0,9,4.50,8,112.50,0,0,2,0,2024
134,"Mitchell Starc
KKR",9,14,5,3,6*,4.50,11,81.81,0,0,1,0,2024
135,"Abhinav Manohar
GT",9,2,2,0,8,4.50,16,56.25,0,0,1,0,2024
136,"Donovan Ferreira
RR",8,2,2,0,7,4.00,11,72.72,0,0,0,0,2024
137,"Vijayakanth Viyaskanth
SRH",7,3,1,1,7*,-,5,140.00,0,0,0,0,2024
138,"Spencer Johnson
GT",6,5,3,3,5*,-,7,85.71,0,0,1,0,2024
139,"Anmolpreet Singh
SRH",5,2,2,0,5,2.50,6,83.33,0,0,1,0,2024
140,"Noor Ahmad
GT",5,10,4,2,4,2.50,9,55.55,0,0,1,0,2024
141,"Arshdeep Singh
PBKS",4,14,1,0,4,4.00,3,133.33,0,0,1,0,2024
142,"Akash Madhwal
MI",4,5,1,1,4*,-,5,80.00,0,0,0,0,2024
143,"Matthew Wade
GT",4,2,1,0,4,4.00,6,66.66,0,0,0,0,2024
144,"Ravi Bishnoi
LSG",4,14,3,0,2,1.33,6,66.66,0,0,0,0,2024
145,"Anrich Nortje
DC",4,6,2,0,4,2.00,8,50.00,0,0,0,0,2024
146,"Mohit Sharma
GT",4,12,3,1,4,2.00,15,26.66,0,0,0,0,2024
147,"Anukul Roy
KKR",3,4,1,1,3*,-,3,100.00,0,0,0,0,2024
148,"Reece Topley
RCB",3,4,1,1,3*,-,6,50.00,0,0,0,0,2024
149,"Kumar Kushagra
DC",3,4,3,0,2,1.00,7,42.85,0,0,0,0,2024
150,"Mukesh Kumar
DC",3,10,2,1,3,3.00,9,33.33,0,0,0,0,2024
151,"Ricky Bhui
DC",3,2,2,0,3,1.50,9,33.33,0,0,0,0,2024
152,"Mohsin Khan
LSG",2,9,1,0,2,2.00,1,200.00,0,0,0,0,2024
153,"Richard Gleeson
CSK",2,2,1,1,2*,-,2,100.00,0,0,0,0,2024
154,"Jhye Richardson
DC",2,1,1,0,2,2.00,2,100.00,0,0,0,0,2024
155,"Anshul Kamboj
MI",2,3,1,1,2*,-,2,100.00,0,0,0,0,2024
156,"Akash Deep
RCB",2,1,1,1,2*,-,2,100.00,0,0,0,0,2024
157,"Shivam Singh
PBKS",2,1,1,1,2*,-,3,66.66,0,0,0,0,2024
158,"Naveen-Ul-Haq
LSG",2,10,3,3,2*,-,4,50.00,0,0,0,0,2024
159,"B R Sharath
GT",2,1,1,0,2,2.00,5,40.00,0,0,0,0,2024
160,"Vaibhav Arora
KKR",1,10,2,2,1*,-,1,100.00,0,0,0,0,2024
161,"Shams Mulani
MI",1,2,1,1,1*,-,1,100.00,0,0,0,0,2024
162,"Lockie Ferguson
RCB",1,7,1,0,1,1.00,1,100.00,0,0,0,0,2024
163,"Lizaad Williams
DC",1,2,1,1,1*,-,2,50.00,0,0,0,0,2024
164,"Keshav Maharaj
RR",1,2,1,0,1,1.00,2,50.00,0,0,0,0,2024
165,"Manav Suthar
GT",1,1,1,0,1,1.00,2,50.00,0,0,0,0,2024
166,"Vyshak Vijaykumar
RCB",1,4,2,1,1*,1.00,3,33.33,0,0,0,0,2024
167,"Ishant Sharma
DC",1,9,2,2,1*,-,7,14.28,0,0,0,0,2024
