POS,PLAYER,RUNS,MAT,INNS,NO,HS,AVG,BF,SR,100,50,4S,6S,Year
53,"Abdul Samad
SRH",111,12,8,3,33,22.20,65,170.76,0,0,8,6,2020
54,"Washington Sundar
RCB",111,15,9,3,30,18.50,95,116.84,0,0,10,2,2020
55,"Krunal Pandya
MI",109,16,12,6,34,18.16,92,118.47,0,0,9,5,2020
56,"Glenn Maxwell
PBKS",108,13,11,4,32,15.42,106,101.88,0,0,9,0,2020
57,"Saurabh Tiwary
MI",103,7,5,0,42,20.60,80,128.75,0,0,8,3,2020
58,"Deepak Hooda
PBKS",101,7,5,4,62*,101.00,71,142.25,0,1,5,5,2020
59,"Vijay Shankar
SRH",97,7,5,1,52*,24.25,96,101.04,0,1,10,1,2020
60,"Riyan Parag
RR",86,12,8,1,42*,12.28,77,111.68,0,0,6,3,2020
61,"Tom Curran
RR",83,5,4,3,54*,83.00,62,133.87,0,1,5,3,2020
62,"Josh Philippe
RCB",78,5,5,1,33,19.50,77,101.29,0,0,9,1,2020
63,"Abhishek Sharma
SRH",71,8,7,2,31,14.20,56,126.78,0,0,6,3,2020
64,"Gurkeerat Mann Singh
RCB",71,8,5,5,21*,0.00,80,88.75,0,0,8,0,2020
65,"Jason Holder
SRH",66,7,4,2,26*,33.00,53,124.52,0,0,5,3,2020
66,"Kedar Jadhav
CSK",62,8,5,2,26,20.66,66,93.93,0,0,7,0,2020
67,"Mahipal Lomror
RR",59,3,3,0,47,19.66,54,109.25,0,0,2,3,2020
68,"Kagiso Rabada
DC",56,17,8,4,15*,14.00,49,114.28,0,0,4,2,2020
69,"Lockie Ferguson
KKR",43,5,2,2,24*,0.00,29,148.27,0,0,4,1,2020
70,"Krishnappa Gowtham
PBKS",42,2,2,1,22*,42.00,27,155.55,0,0,3,2,2020
71,"Yashasvi Jaiswal
RR",40,3,3,0,34,13.33,44,90.90,0,0,2,2,2020
72,"Shreyas Gopal
RR",37,14,5,1,23*,9.25,39,94.87,0,0,3,0,2020
73,"Ravichandran Ashwin
DC",37,15,6,3,14*,12.33,34,108.82,0,0,3,1,2020
74,"Rashid Khan
SRH",35,16,7,3,14,8.75,30,116.66,0,0,3,2,2020
75,"Chris Morris
RCB",34,9,5,1,25*,8.50,21,161.90,0,0,2,3,2020
76,"Narayan Jagadeesan
CSK",33,5,2,0,33,16.50,29,113.79,0,0,4,0,2020
77,"Sarfaraz Khan
PBKS",33,5,3,1,14*,16.50,29,113.79,0,0,5,0,2020
78,"Alex Carey
DC",32,3,3,1,14*,16.00,29,110.34,0,0,0,1,2020
79,"Murali Vijay
CSK",32,3,3,0,21,10.66,43,74.41,0,0,4,0,2020
80,"Chris Jordan
PBKS",29,9,5,2,13,9.66,31,93.54,0,0,2,0,2020
81,"Navdeep Saini
RCB",27,13,3,2,12*,27.00,27,100.00,0,0,3,0,2020
82,"Nathan Coulter-Nile
MI",25,7,2,1,24*,25.00,15,166.66,0,0,4,0,2020
83,"Kamlesh Nagarkoti
KKR",22,10,6,3,8*,7.33,31,70.96,0,0,1,0,2020
84,"Harshal Patel
DC",21,5,2,0,16,10.50,24,87.50,0,0,2,0,2020
85,"Tushar Deshpande
DC",21,5,2,1,20*,21.00,12,175.00,0,0,2,1,2020
86,"Jimmy Neesham
PBKS",19,5,3,1,10*,9.50,18,105.55,0,0,0,1,2020
87,"Tom Banton
KKR",18,2,2,0,10,9.00,20,90.00,0,0,1,1,2020
88,"Mohammed Siraj
RCB",17,9,3,2,10*,17.00,14,121.42,0,0,2,0,2020
89,"Karun Nair
PBKS",16,4,3,1,15*,8.00,14,114.28,0,0,2,0,2020
90,"Prabhsimran Singh
PBKS",15,2,2,0,11,7.50,15,100.00,0,0,2,0,2020
91,"Isuru Udana
RCB",15,10,4,1,10*,5.00,11,136.36,0,0,1,1,2020
92,"James Pattinson
MI",15,10,2,1,11,15.00,13,115.38,0,0,2,0,2020
93,"Imran Tahir
CSK",13,3,1,1,13*,0.00,10,130.00,0,0,2,0,2020
94,"Kuldeep Yadav
KKR",13,5,2,1,12,13.00,21,61.90,0,0,1,0,2020
95,"Moeen Ali
RCB",12,3,3,0,11,4.00,16,75.00,0,0,1,0,2020
96,"Shardul Thakur
CSK",12,9,2,1,11,12.00,21,57.14,0,0,0,0,2020
97,"Sandeep Sharma
SRH",12,13,5,3,9,6.00,15,80.00,0,0,1,0,2020
98,"Mohammad Nabi
SRH",11,1,1,1,11*,0.00,8,137.50,0,0,2,0,2020
99,"Rinku Singh
KKR",11,1,1,0,11,11.00,11,100.00,0,0,1,0,2020
100,"Shivam Mavi
KKR",10,8,3,1,9,5.00,14,71.42,0,0,1,0,2020
101,"Varun Chakaravarthy
KKR",10,13,3,1,7*,5.00,15,66.66,0,0,0,0,2020
102,"Ankit Rajpoot
RR",9,6,2,1,7*,9.00,10,90.00,0,0,0,1,2020
103,"Jaydev Unadkat
RR",9,7,1,0,9,9.00,13,69.23,0,0,0,0,2020
104,"Pravin Dubey
DC",7,3,1,1,7*,0.00,13,53.84,0,0,0,0,2020
105,"Dwayne Bravo
CSK",7,6,2,0,7,3.50,6,116.66,0,0,0,0,2020
106,"Shahbaz Nadeem
SRH",7,7,2,1,5,7.00,8,87.50,0,0,1,0,2020
107,"Deepak Chahar
CSK",7,14,3,2,5*,7.00,12,58.33,0,0,0,0,2020
108,"Ravi Bishnoi
PBKS",7,14,3,2,6*,7.00,12,58.33,0,0,1,0,2020
109,"Anrich Nortje
DC",7,16,5,4,3*,7.00,6,116.66,0,0,0,0,2020
110,"Andrew Tye
RR",6,1,1,0,6,6.00,6,100.00,0,0,0,1,2020
111,"Jasprit Bumrah
MI",5,15,1,1,5*,0.00,3,166.66,0,0,0,0,2020
112,"Murugan Ashwin
PBKS",4,9,1,0,4,4.00,4,100.00,0,0,0,0,2020
113,"Kartik Tyagi
RR",4,10,3,2,2*,4.00,6,66.66,0,0,0,0,2020
114,"Dhawal Kulkarni
MI",3,1,1,1,3*,0.00,2,150.00,0,0,0,0,2020
115,"T Natarajan
SRH",3,16,3,3,3*,0.00,5,60.00,0,0,0,0,2020
116,"Prasidh Krishna
KKR",2,6,2,2,2*,0.00,4,50.00,0,0,0,0,2020
117,"Mohammad Shami
PBKS",2,14,3,2,2*,2.00,3,66.66,0,0,0,0,2020
118,"Rahul Chahar
MI",2,15,1,1,2*,0.00,4,50.00,0,0,0,0,2020
119,"Nikhil Naik
KKR",1,1,1,0,1,1.00,3,33.33,0,0,0,0,2020
120,"Mujeeb Ur Rahman
PBKS",1,2,1,0,1,1.00,3,33.33,0,0,0,0,2020
121,"Shahbaz Ahmed
RCB",1,2,1,1,1*,0.00,1,100.00,0,0,0,0,2020
122,"Dale Steyn
RCB",1,3,1,1,1*,0.00,2,50.00,0,0,0,0,2020
123,"Varun Aaron
RR",1,3,2,1,1,1.00,10,10.00,0,0,0,0,2020
124,"Yuzvendra Chahal
RCB",1,15,2,1,1,1.00,3,33.33,0,0,0,0,2020
125,"Mitchell Marsh
SRH",0,1,1,0,0*,0.00,1,0.00,0,0,0,0,2020
126,"Shreevats Goswami
SRH",0,2,2,0,0*,0.00,4,0.00,0,0,0,0,2020
127,"Umesh Yadav
RCB",0,2,1,0,0*,0.00,2,0.00,0,0,0,0,2020
128,"Daniel Sams
DC",0,3,1,0,0*,0.00,2,0.00,0,0,0,0,2020
129,"Bhuvneshwar Kumar
SRH",0,4,1,0,0*,0.00,2,0.00,0,0,0,0,2020
130,"Sheldon Cottrell
PBKS",0,6,1,0,0*,0.00,2,0.00,0,0,0,0,2020
131,"Khaleel Ahmed
SRH",0,7,1,0,0*,0.00,2,0.00,0,0,0,0,2020
132,"Arshdeep Singh
PBKS",0,8,1,0,0*,0.00,3,0.00,0,0,0,0,2020
133,"Trent Boult
MI",0,15,1,0,0*,0.00,1,0.00,0,0,0,0,2020
