POS,PLAYER,RUNS,MAT,INNS,NO,HS,AVG,BF,SR,100,50,4S,6S,Year
57,"Wriddhiman Saha
SRH",86,5,5,0,28,17.20,53,162.26,0,0,13,1,2019
58,"Colin Munro
DC",84,4,4,0,40,21.00,70,120.00,0,0,9,4,2019
59,"Martin Guptill
SRH",81,3,3,0,36,27.00,53,152.83,0,0,4,7,2019
60,"Dwayne Bravo
CSK",80,12,9,4,27,16.00,66,121.21,0,0,6,3,2019
61,"Sherfane Rutherford
DC",73,7,7,2,28*,14.60,54,135.18,0,0,2,7,2019
62,"Liam Livingstone
RR",71,4,4,1,44,23.66,48,147.91,0,0,6,5,2019
63,"Stuart Binny
RR",70,8,5,2,33*,23.33,40,175.00,0,0,5,4,2019
64,"Jofra Archer
RR",67,11,5,3,27*,33.50,40,167.50,0,0,4,4,2019
65,"Murali Vijay
CSK",64,2,2,0,38,32.00,61,104.91,0,0,6,1,2019
66,"Deepak Hooda
SRH",64,11,7,1,20,10.66,63,101.58,0,0,5,1,2019
67,"Shreyas Gopal
RR",63,14,7,3,19*,15.75,46,136.95,0,0,8,1,2019
68,"Akshdeep Nath
RCB",61,8,5,0,24,12.20,57,107.01,0,0,5,2,2019
69,"Evin Lewis
MI",48,3,3,0,32,16.00,52,92.30,0,0,4,2,2019
70,"Colin de Grandhomme
RCB",46,4,4,1,37,15.33,49,93.87,0,0,4,2,2019
71,"Piyush Chawla
KKR",42,13,5,2,14*,14.00,37,113.51,0,0,4,2,2019
72,"Ravichandran Ashwin
PBKS",42,14,6,1,17*,8.40,28,150.00,0,0,3,3,2019
73,"Shivam Dube
RCB",40,4,4,1,24,13.33,33,121.21,0,0,1,3,2019
74,"Yusuf Pathan
SRH",40,10,8,5,16*,13.33,45,88.88,0,0,1,1,2019
75,"Rinku Singh
KKR",37,5,3,1,30,18.50,34,108.82,0,0,1,2,2019
76,"Rashid Khan
SRH",34,15,8,3,17*,6.80,23,147.82,0,0,2,2,2019
77,"Mitchell Santner
CSK",32,4,2,1,22,32.00,23,139.13,0,0,0,3,2019
78,"Chris Morris
DC",32,9,6,0,17,5.33,37,86.48,0,0,1,2,2019
79,"Rahul Tewatia
DC",26,5,4,3,11*,26.00,22,118.18,0,0,2,1,2019
80,"Umesh Yadav
RCB",25,11,7,5,14,12.50,25,100.00,0,0,3,1,2019
81,"Amit Mishra
DC",21,11,4,2,8,10.50,24,87.50,0,0,2,0,2019
82,"Harpreet Brar
PBKS",20,2,1,1,20*,0.00,12,166.66,0,0,2,1,2019
83,"Prayas Ray Barman
RCB",19,1,1,0,19,19.00,24,79.16,0,0,2,0,2019
84,"Ben Cutting
MI",18,3,3,1,13*,9.00,17,105.88,0,0,1,1,2019
85,"Krishnappa Gowtham
RR",18,7,4,1,9,6.00,19,94.73,0,0,1,1,2019
86,"Keemo Paul
DC",18,8,6,1,7,3.60,24,75.00,0,0,1,1,2019
87,"Prabhsimran Singh
PBKS",16,1,1,0,16,16.00,17,94.11,0,0,1,1,2019
88,"Siddhesh Lad
MI",15,1,1,0,15,15.00,13,115.38,0,0,1,1,2019
89,"Alzarri Joseph
MI",15,3,2,2,15*,0.00,13,115.38,0,0,2,0,2019
90,"Shardul Thakur
CSK",14,10,3,1,12*,7.00,7,200.00,0,0,1,1,2019
91,"Kagiso Rabada
DC",14,12,4,1,9,4.66,15,93.33,0,0,0,1,2019
92,"Kuldeep Yadav
KKR",12,9,4,2,10*,6.00,8,150.00,0,0,1,0,2019
93,"Rahul Chahar
MI",12,13,4,2,10,6.00,11,109.09,0,0,2,0,2019
94,"Bhuvneshwar Kumar
SRH",12,15,5,2,7*,4.00,19,63.15,0,0,1,0,2019
95,"Carlos Brathwaite
KKR",11,2,2,0,6,5.50,10,110.00,0,0,1,0,2019
96,"Mitchell McClenaghan
MI",11,5,4,1,10,3.66,16,68.75,0,0,2,0,2019
97,"Ishant Sharma
DC",10,13,3,3,10*,0.00,3,333.33,0,0,1,1,2019
98,"KC Cariappa
KKR",9,1,1,1,9*,0.00,3,300.00,0,0,0,1,2019
99,"Abhishek Sharma
SRH",9,3,3,1,5*,4.50,9,100.00,0,0,1,0,2019
100,"Heinrich Klaasen
RCB",9,3,2,0,6,4.50,10,90.00,0,0,0,0,2019
101,"Shakib Al Hasan
SRH",9,3,1,0,9,9.00,10,90.00,0,0,0,0,2019
102,"Tim Southee
RCB",9,3,1,1,9*,0.00,9,100.00,0,0,0,0,2019
103,"Pawan Negi
RCB",9,7,4,0,5,2.25,12,75.00,0,0,1,0,2019
104,"Mahipal Lomror
RR",8,2,1,0,8,8.00,3,266.66,0,0,2,0,2019
105,"Nikhil Naik
KKR",7,1,1,0,7,7.00,16,43.75,0,0,1,0,2019
106,"Ricky Bhui
SRH",7,1,1,0,7,7.00,12,58.33,0,0,0,0,2019
107,"Trent Boult
DC",7,5,3,2,6,7.00,4,175.00,0,0,0,1,2019
108,"Deepak Chahar
CSK",7,17,2,0,7,3.50,9,77.77,0,0,1,0,2019
109,"Jagadeesha Suchith
DC",6,1,1,0,6,6.00,15,40.00,0,0,0,0,2019
110,"Ish Sodhi
RR",6,2,1,0,6,6.00,11,54.54,0,0,0,0,2019
111,"Mayank Markande
MI",6,3,2,1,6,6.00,5,120.00,0,0,1,0,2019
112,"Sandeep Sharma
SRH",6,11,2,2,5*,0.00,3,200.00,0,0,1,0,2019
113,"Yuzvendra Chahal
RCB",6,14,3,1,4,3.00,16,37.50,0,0,0,0,2019
114,"Dhruv Shorey
CSK",5,1,1,0,5,5.00,8,62.50,0,0,0,0,2019
115,"Karun Nair
PBKS",5,1,1,0,5,5.00,6,83.33,0,0,0,0,2019
116,"Rasikh Salam
MI",5,1,1,1,5*,0.00,4,125.00,0,0,0,0,2019
117,"Dhawal Kulkarni
RR",5,10,1,1,5*,0.00,3,166.66,0,0,1,0,2019
118,"Avesh Khan
DC",4,1,1,1,4*,0.00,3,133.33,0,0,1,0,2019
119,"Hanuma Vihari
DC",4,2,2,0,2,2.00,8,50.00,0,0,0,0,2019
120,"Mohammed Siraj
RCB",4,9,4,3,3*,4.00,14,28.57,0,0,0,0,2019
121,"Barinder Sran
MI",3,2,1,1,3*,0.00,3,100.00,0,0,0,0,2019
122,"Ashton Turner
RR",3,4,4,1,3*,1.00,10,30.00,0,0,0,0,2019
123,"Varun Aaron
RR",3,5,1,1,3*,0.00,7,42.85,0,0,0,0,2019
124,"Hardus Viljoen
PBKS",3,6,3,1,2*,1.50,7,42.85,0,0,0,0,2019
125,"Murugan Ashwin
PBKS",3,10,3,2,1*,3.00,5,60.00,0,0,0,0,2019
126,"Navdeep Saini
RCB",2,13,2,1,2,2.00,4,50.00,0,0,0,0,2019
127,"Basil Thampi
SRH",1,3,1,1,1*,0.00,1,100.00,0,0,0,0,2019
128,"Washington Sundar
RCB",1,3,2,0,1,0.50,3,33.33,0,0,0,0,2019
129,"Harry Gurney
KKR",1,8,1,1,1*,0.00,5,20.00,0,0,0,0,2019
130,"Harbhajan Singh
CSK",1,11,1,0,1,1.00,3,33.33,0,0,0,0,2019
131,"Jaydev Unadkat
RR",1,11,4,3,1,1.00,3,33.33,0,0,0,0,2019
132,"Mohammad Shami
PBKS",1,14,2,1,1*,1.00,2,50.00,0,0,0,0,2019
133,"Joe Denly
KKR",0,1,1,0,0*,0.00,1,0.00,0,0,0,0,2019
134,"Mohit Sharma
CSK",0,1,1,1,0*,0.00,2,0.00,0,0,0,0,2019
135,"Sam Billings
CSK",0,1,1,0,0*,0.00,4,0.00,0,0,0,0,2019
136,"Harshal Patel
DC",0,2,2,1,0*,0.00,2,0.00,0,0,0,0,2019
137,"Prithvi Raj Yarra
KKR",0,2,1,1,0*,0.00,1,0.00,0,0,0,0,2019
138,"Mujeeb Ur Rahman
PBKS",0,5,3,2,0*,0.00,4,0.00,0,0,0,0,2019
139,"Andrew Tye
PBKS",0,6,1,1,0*,0.00,2,0.00,0,0,0,0,2019
140,"Sandeep Lamichhane
DC",0,6,1,0,0*,0.00,1,0.00,0,0,0,0,2019
141,"Siddarth Kaul
SRH",0,7,2,1,0*,0.00,1,0.00,0,0,0,0,2019
142,"Khaleel Ahmed
SRH",0,9,1,0,0*,0.00,1,0.00,0,0,0,0,2019
143,"Prasidh Krishna
KKR",0,11,1,0,0*,0.00,2,0.00,0,0,0,0,2019
144,"Jasprit Bumrah
MI",0,16,3,3,0*,0.00,1,0.00,0,0,0,0,2019
