POS,PLAYER,RUNS,MAT,INNS,NO,HS,AVG,BF,SR,100,50,4S,6S,Year
42,"Steve Smith
DC",152,8,7,1,39,25.33,135,112.59,0,0,13,2,2021
43,"Evin Lewis
RR",151,5,5,0,58,30.20,93,162.36,0,1,18,7,2021
44,"Jason Roy
SRH",150,5,5,0,60,30.00,121,123.96,0,1,21,1,2021
45,"Aiden Markram
PBKS",146,6,6,1,42,29.20,119,122.68,0,0,12,4,2021
46,"Krunal Pandya
MI",143,13,12,2,39,14.30,123,116.26,0,0,10,6,2021
47,"Eoin Morgan
KKR",133,17,16,4,47*,11.08,139,95.68,0,0,8,6,2021
48,"Wriddhiman Saha
SRH",131,9,9,0,44,14.55,140,93.57,0,0,7,5,2021
49,"Hardik Pandya
MI",127,12,11,2,40*,14.11,112,113.39,0,0,11,5,2021
50,"David Miller
RR",124,9,8,3,62,24.80,113,109.73,0,1,11,3,2021
51,"Robin Uthappa
CSK",115,4,4,0,63,28.75,84,136.90,0,1,8,5,2021
52,"Saurabh Tiwary
MI",115,5,4,2,50*,57.50,97,118.55,0,1,10,2,2021
53,"MS Dhoni
CSK",114,16,11,4,18*,16.28,107,106.54,0,0,12,3,2021
54,"Abdul Samad
SRH",111,11,10,1,28,12.33,87,127.58,0,0,4,8,2021
55,"Abhishek Sharma
SRH",98,8,7,1,33,16.33,75,130.66,0,0,7,4,2021
56,"Mahipal Lomror
RR",94,4,4,1,43,31.33,73,128.76,0,0,3,6,2021
57,"Pat Cummins
KKR",93,7,5,2,66*,31.00,56,166.07,0,1,5,8,2021
58,"Riyan Parag
RR",93,11,10,2,25,11.62,83,112.04,0,0,6,4,2021
59,"Marcus Stoinis
DC",89,10,7,3,27*,22.25,72,123.61,0,0,11,1,2021
60,"Jason Holder
SRH",85,8,7,1,47*,14.16,72,118.05,0,0,2,6,2021
61,"Nicholas Pooran
PBKS",85,12,11,0,32,7.72,76,111.84,0,0,3,5,2021
62,"Rashid Khan
SRH",83,14,10,2,22,10.37,69,120.28,0,0,9,2,2021
63,"Priyam Garg
SRH",72,5,5,0,29,14.40,74,97.29,0,0,2,3,2021
64,"Rajat Patidar
RCB",71,4,4,0,31,17.75,62,114.51,0,0,3,3,2021
65,"Lalit Yadav
DC",68,7,5,3,22*,34.00,73,93.15,0,0,7,0,2021
66,"Chris Morris
RR",67,11,7,2,36*,13.40,49,136.73,0,0,2,5,2021
67,"Kyle Jamieson
RCB",65,9,7,3,16*,16.25,55,118.18,0,0,5,3,2021
68,"Harpreet Brar
PBKS",64,7,5,5,25*,0.00,58,110.34,0,0,3,2,2021
69,"Sunil Narine
KKR",62,14,10,2,26,7.75,47,131.91,0,0,3,5,2021
70,"Shahbaz Ahmed
RCB",59,11,7,0,14,8.42,53,111.32,0,0,4,2,2021
71,"Harshal Patel
RCB",59,15,8,4,31,14.75,46,128.26,0,0,6,2,2021
72,"Vijay Shankar
SRH",58,7,5,0,28,11.60,52,111.53,0,0,1,3,2021
73,"Sam Curran
CSK",56,9,4,1,34,18.66,29,193.10,0,0,5,3,2021
74,"Kedar Jadhav
SRH",55,6,5,1,19,13.75,52,105.76,0,0,2,2,2021
75,"Chris Lynn
MI",49,1,1,0,49,49.00,35,140.00,0,0,4,3,2021
76,"Shakib Al Hasan
KKR",47,8,6,1,26,9.40,48,97.91,0,0,3,1,2021
77,"Dwayne Bravo
CSK",47,11,3,2,23,47.00,18,261.11,0,0,3,4,2021
78,"Ravichandran Ashwin
DC",44,13,5,2,20*,14.66,42,104.76,0,0,2,1,2021
79,"Manan Vohra
RR",42,4,4,0,14,10.50,39,107.69,0,0,5,2,2021
80,"Liam Livingstone
RR",42,5,5,0,25,8.40,41,102.43,0,0,3,1,2021
81,"Jaydev Unadkat
RR",41,6,3,1,24,20.50,29,141.37,0,0,3,2,2021
82,"Axar Patel
DC",40,12,6,1,12,8.00,46,86.95,0,0,2,1,2021
83,"Mohammad Nabi
SRH",34,3,3,0,17,11.33,20,170.00,0,0,3,2,2021
84,"Jayant Yadav
MI",34,5,3,1,23,17.00,26,130.76,0,0,2,1,2021
85,"Bhuvneshwar Kumar
SRH",34,11,7,6,14*,34.00,30,113.33,0,0,3,0,2021
86,"Chris Jordan
PBKS",32,4,2,0,30,16.00,21,152.38,0,0,1,3,2021
87,"Moises Henriques
PBKS",31,5,4,2,14,15.50,32,96.87,0,0,0,1,2021
88,"Washington Sundar
RCB",31,6,4,0,10,7.75,47,65.95,0,0,2,0,2021
89,"Dawid Malan
PBKS",26,1,1,0,26,26.00,26,100.00,0,0,1,1,2021
90,"Glenn Phillips
RR",26,3,3,1,14*,13.00,33,78.78,0,0,1,2,2021
91,"Ripal Patel
DC",25,2,2,1,18,25.00,27,92.59,0,0,3,0,2021
92,"Shivam Mavi
KKR",25,9,2,0,20,12.50,20,125.00,0,0,2,2,2021
93,"Tom Curran
DC",21,3,2,1,21,21.00,17,123.52,0,0,2,0,2021
94,"Mohammed Siraj
RCB",20,15,4,3,12*,20.00,26,76.92,0,0,1,1,2021
95,"Prabhsimran Singh
PBKS",19,2,2,0,12,9.50,23,82.60,0,0,1,1,2021
96,"Nathan Ellis
PBKS",18,3,2,1,12,18.00,16,112.50,0,0,0,1,2021
97,"Lockie Ferguson
KKR",18,8,3,3,18*,0.00,11,163.63,0,0,1,1,2021
98,"Anmolpreet Singh
MI",16,1,1,0,16,16.00,14,114.28,0,0,2,1,2021
99,"Adam Milne
MI",16,4,3,1,15,8.00,17,94.11,0,0,0,1,2021
100,"Chetan Sakariya
RR",16,14,6,1,7,3.20,25,64.00,0,0,2,0,2021
101,"Jasprit Bumrah
MI",16,14,7,5,5*,8.00,17,94.11,0,0,2,0,2021
102,"Mandeep Singh
PBKS",15,1,1,0,15,15.00,14,107.14,0,0,2,0,2021
103,"Chris Woakes
DC",15,3,1,1,15*,0.00,11,136.36,0,0,2,0,2021
104,"Jhye Richardson
PBKS",15,3,2,0,15,7.50,24,62.50,0,0,2,0,2021
105,"Murugan Ashwin
PBKS",15,3,2,0,9,7.50,24,62.50,0,0,1,0,2021
106,"Virat Singh
SRH",15,3,2,0,11,7.50,26,57.69,0,0,1,0,2021
107,"Jagadeesha Suchith
SRH",14,2,1,1,14*,0.00,6,233.33,0,0,2,1,2021
108,"Dan Christian
RCB",14,9,7,1,9,2.33,24,58.33,0,0,1,0,2021
109,"Rahul Chahar
MI",14,11,5,0,8,2.80,15,93.33,0,0,1,0,2021
110,"Mohammad Shami
PBKS",13,14,4,3,9*,13.00,17,76.47,0,0,0,0,2021
111,"Kagiso Rabada
DC",13,15,3,2,9*,13.00,6,216.66,0,0,2,0,2021
112,"Yuzvendra Chahal
RCB",10,15,2,2,8*,0.00,27,37.03,0,0,0,0,2021
113,"Ajinkya Rahane
DC",8,2,1,0,8,8.00,8,100.00,0,0,1,0,2021
114,"Sandeep Sharma
SRH",8,7,2,1,8*,8.00,7,114.28,0,0,1,0,2021
115,"Siddarth Kaul
SRH",8,8,2,2,7*,0.00,8,100.00,0,0,1,0,2021
116,"Mustafizur Rahman
RR",8,14,5,5,8*,0.00,14,57.14,0,0,0,1,2021
117,"Sachin Baby
RCB",7,1,1,0,7,7.00,17,41.17,0,0,0,0,2021
118,"Shreyas Gopal
RR",7,3,2,1,7*,7.00,5,140.00,0,0,0,1,2021
119,"Daniel Sams
RCB",6,2,2,1,3*,6.00,6,100.00,0,0,0,0,2021
120,"Fabian Allen
PBKS",6,4,3,2,6,6.00,12,50.00,0,0,0,0,2021
121,"Avesh Khan
DC",5,16,1,1,5*,0.00,3,166.66,0,0,1,0,2021
122,"Shardul Thakur
CSK",5,16,4,2,3*,2.50,5,100.00,0,0,0,0,2021
123,"Harbhajan Singh
KKR",4,3,2,2,2*,0.00,4,100.00,0,0,0,0,2021
124,"Nathan Coulter-Nile
MI",4,5,2,0,3,2.00,5,80.00,0,0,0,0,2021
125,"Tim Southee
KKR",3,3,1,0,3,3.00,5,60.00,0,0,0,0,2021
126,"Tabraiz Shamsi
RR",2,1,1,1,2*,0.00,4,50.00,0,0,0,0,2021
127,"Tim Seifert
KKR",2,1,1,0,2,2.00,4,50.00,0,0,0,0,2021
128,"Navdeep Saini
RCB",2,2,1,0,2,2.00,4,50.00,0,0,0,0,2021
129,"Kartik Tyagi
RR",2,4,2,1,1*,2.00,4,50.00,0,0,0,0,2021
130,"George Garton
RCB",2,5,3,2,2*,2.00,4,50.00,0,0,0,0,2021
131,"Arshdeep Singh
PBKS",2,12,2,2,1*,0.00,3,66.66,0,0,0,0,2021
132,"Varun Chakaravarthy
KKR",2,17,3,2,2*,2.00,4,50.00,0,0,0,0,2021
133,"Mujeeb Ur Rahman
SRH",1,1,1,1,1*,0.00,1,100.00,0,0,0,0,2021
134,"Tim David
RCB",1,1,1,0,1,1.00,3,33.33,0,0,0,0,2021
135,"Wanindu Hasaranga
RCB",1,2,2,1,1*,1.00,2,50.00,0,0,0,0,2021
136,"Khaleel Ahmed
SRH",1,7,1,0,1,1.00,2,50.00,0,0,0,0,2021
137,"Ravi Bishnoi
PBKS",1,9,1,0,1,1.00,4,25.00,0,0,0,0,2021
138,"Trent Boult
MI",1,14,4,4,1*,0.00,4,25.00,0,0,0,0,2021
139,"Deepak Chahar
CSK",1,15,2,2,1*,0.00,1,100.00,0,0,0,0,2021
140,"Ben Stokes
RR",0,1,1,0,0*,0.00,3,0.00,0,0,0,0,2021
141,"Kamlesh Nagarkoti
KKR",0,1,1,0,0*,0.00,2,0.00,0,0,0,0,2021
142,"Kuldip Yadav
RR",0,1,1,1,0*,0.00,4,0.00,0,0,0,0,2021
143,"Piyush Chawla
MI",0,1,1,0,0*,0.00,2,0.00,0,0,0,0,2021
144,"Shahbaz Nadeem
SRH",0,1,1,0,0*,0.00,1,0.00,0,0,0,0,2021
145,"Anuj Rawat
RR",0,2,1,0,0*,0.00,1,0.00,0,0,0,0,2021
146,"Marco Jansen
MI",0,2,2,0,0*,0.00,3,0.00,0,0,0,0,2021
147,"Sarfaraz Khan
PBKS",0,2,2,0,0*,0.00,4,0.00,0,0,0,0,2021
148,"Jimmy Neesham
MI",0,3,2,0,0*,0.00,2,0.00,0,0,0,0,2021
149,"Prasidh Krishna
KKR",0,10,2,1,0*,0.00,1,0.00,0,0,0,0,2021
