POS,PLAYER,RUNS,MAT,INNS,NO,HS,AVG,BF,SR,100,50,4S,6S,Year
38,"Karun Nair
RR",181,14,12,1,61,16.45,145,124.82,0,1,18,5,2015
39,"Suryakumar Yadav
KKR",157,13,13,4,46*,17.44,113,138.93,0,0,12,8,2015
40,"Mandeep Singh
RCB",157,14,9,2,54*,22.42,100,157.00,0,1,17,6,2015
41,"Deepak Hooda
RR",151,14,9,0,54,16.77,95,158.94,0,1,6,11,2015
42,"Ravi Bopara
SRH",145,9,8,3,41,29.00,120,120.83,0,0,6,6,2015
43,"Glenn Maxwell
PBKS",145,11,11,0,43,13.18,112,129.46,0,0,13,8,2015
44,"Angelo Mathews
DC",144,11,10,3,28,20.57,104,138.46,0,0,12,6,2015
45,"James Faulkner
RR",144,13,11,3,46,18.00,109,132.11,0,0,12,5,2015
46,"KL Rahul
SRH",142,9,8,3,44*,28.40,126,112.69,0,0,8,5,2015
47,"Dinesh Karthik
RCB",141,16,11,0,28,12.81,117,120.51,0,0,15,4,2015
48,"Naman Ojha
SRH",137,14,11,1,28,13.70,121,113.22,0,0,12,4,2015
49,"Ravindra Jadeja
CSK",132,17,12,5,24,18.85,126,104.76,0,0,7,3,2015
50,"Quinton de Kock
DC",122,3,3,0,69,40.66,77,158.44,0,2,18,4,2015
51,"David Wiese
RCB",122,14,7,3,47*,30.50,86,141.86,0,0,12,4,2015
52,"Harbhajan Singh
MI",117,15,10,3,64,16.71,73,160.27,0,1,9,9,2015
53,"Pawan Negi
CSK",116,10,9,1,36,14.50,73,158.90,0,0,10,5,2015
54,"Corey Anderson
MI",114,4,4,1,55*,38.00,97,117.52,0,2,11,6,2015
55,"Hardik Pandya
MI",112,9,8,3,61*,22.40,62,180.64,0,1,9,8,2015
56,"Sarfaraz Khan
RCB",111,13,8,4,45*,27.75,71,156.33,0,0,12,2,2015
57,"Saurabh Tiwary
DC",109,7,6,6,28*,0.00,78,139.74,0,0,9,5,2015
58,"Karn Sharma
SRH",104,14,9,3,32,17.33,85,122.35,0,0,3,6,2015
59,"Unmukt Chand
MI",102,6,5,0,58,20.40,83,122.89,0,1,13,2,2015
60,"Virender Sehwag
PBKS",99,8,8,0,47,12.37,84,117.85,0,0,12,3,2015
61,"Albie Morkel
DC",86,4,3,2,73*,86.00,65,132.30,0,1,9,2,2015
62,"Manan Vohra
PBKS",82,7,7,0,39,11.71,81,101.23,0,0,4,5,2015
63,"Shaun Marsh
PBKS",81,4,4,0,65,20.25,58,139.65,0,1,7,3,2015
64,"Michael Hussey
CSK",77,4,4,0,56,19.25,70,110.00,0,1,5,3,2015
65,"Chris Morris
RR",76,11,7,5,34*,38.00,46,165.21,0,0,3,5,2015
66,"Stuart Binny
RR",74,13,8,4,20,18.50,66,112.12,0,0,7,1,2015
67,"Ashish Reddy
SRH",73,6,5,2,22*,24.33,46,158.69,0,0,3,5,2015
68,"Ryan ten Doeschate
KKR",61,6,5,2,38*,20.33,45,135.55,0,0,4,3,2015
69,"Manoj Tiwary
DC",57,5,3,1,32,28.50,56,101.78,0,0,8,1,2015
70,"Piyush Chawla
KKR",54,13,8,4,22,13.50,47,114.89,0,0,5,2,2015
71,"Ravichandran Ashwin
CSK",52,14,6,3,23,17.33,32,162.50,0,0,6,1,2015
72,"Jagadeesha Suchith
MI",48,13,6,5,34*,48.00,32,150.00,0,0,4,2,2015
73,"Hanuma Vihari
SRH",39,5,4,0,16,9.75,35,111.42,0,0,6,0,2015
74,"Manvinder Bisla
RCB",37,2,2,0,20,18.50,30,123.33,0,0,6,1,2015
75,"Shakib Al Hasan
KKR",36,4,3,0,23,12.00,27,133.33,0,0,5,0,2015
76,"Rishi Dhawan
PBKS",36,5,5,3,25*,18.00,33,109.09,0,0,2,2,2015
77,"Gurkeerat Mann Singh
PBKS",35,5,5,0,15,7.00,39,89.74,0,0,3,1,2015
78,"Kane Williamson
SRH",31,2,2,1,26*,31.00,27,114.81,0,0,1,1,2015
79,"Johan Botha
KKR",31,4,3,0,17,10.33,15,206.66,0,0,5,1,2015
80,"Mitchell Johnson
PBKS",31,9,8,4,13*,7.75,36,86.11,0,0,1,1,2015
81,"Umesh Yadav
KKR",29,12,4,3,24*,29.00,14,207.14,0,0,5,1,2015
82,"Mohit Sharma
CSK",28,16,6,3,21*,9.33,18,155.55,0,0,1,2,2015
83,"Aaron Finch
MI",23,3,3,1,10*,11.50,33,69.69,0,0,4,0,2015
84,"Iqbal Abdulla
RCB",20,5,2,0,20,10.00,18,111.11,0,0,4,0,2015
85,"Dale Steyn
SRH",20,6,3,2,19*,20.00,13,153.84,0,0,3,0,2015
86,"Nathan Coulter-Nile
DC",20,11,5,1,6,5.00,18,111.11,0,0,2,1,2015
87,"Harshal Patel
RCB",19,15,7,2,9*,3.80,12,158.33,0,0,0,2,2015
88,"Anureet Singh
PBKS",18,14,6,3,10,6.00,31,58.06,0,0,0,1,2015
89,"Praveen Kumar
SRH",17,12,4,1,12,5.66,25,68.00,0,0,1,0,2015
90,"Bhuvneshwar Kumar
SRH",17,14,3,2,11*,17.00,10,170.00,0,0,2,1,2015
91,"Sean Abbott
RCB",15,2,2,0,14,7.50,13,115.38,0,0,1,1,2015
92,"Aditya Tare
MI",14,2,2,0,7,7.00,17,82.35,0,0,1,0,2015
93,"Rilee Rossouw
RCB",14,2,2,0,14,7.00,10,140.00,0,0,1,1,2015
94,"Darren Sammy
RCB",13,2,2,0,7,6.50,18,72.22,0,0,0,0,2015
95,"Tim Southee
RR",13,7,3,2,7*,13.00,9,144.44,0,0,1,0,2015
96,"Mitchell McClenaghan
MI",13,12,3,2,12*,13.00,6,216.66,0,0,0,2,2015
97,"Thisara Perera
PBKS",12,2,2,0,9,6.00,15,80.00,0,0,0,1,2015
98,"Karanveer Singh
PBKS",11,4,3,2,5*,11.00,16,68.75,0,0,1,0,2015
99,"Mitchell Starc
RCB",11,13,3,2,9*,11.00,14,78.57,0,0,1,0,2015
100,"Abu Nechim
RCB",10,3,3,2,5*,10.00,5,200.00,0,0,2,0,2015
101,"Sandeep Sharma
PBKS",9,14,3,2,7,9.00,14,64.28,0,0,1,0,2015
102,"Amit Mishra
DC",8,12,4,2,4,4.00,12,66.66,0,0,0,0,2015
103,"Shardul Thakur
PBKS",7,1,1,1,7*,0.00,6,116.66,0,0,1,0,2015
104,"Ankit Sharma
RR",7,4,2,1,7*,7.00,6,116.66,0,0,1,0,2015
105,"Brad Hogg
KKR",7,6,2,1,5,7.00,6,116.66,0,0,0,0,2015
106,"Azhar Mahmood
KKR",6,1,1,0,6,6.00,7,85.71,0,0,1,0,2015
107,"Varun Aaron
RCB",6,6,1,0,6,6.00,3,200.00,0,0,0,1,2015
108,"Lasith Malinga
MI",6,15,1,1,6*,0.00,10,60.00,0,0,1,0,2015
109,"Imran Tahir
DC",5,10,2,1,3*,5.00,6,83.33,0,0,0,0,2015
110,"Chidhambaram Gautam
DC",4,1,1,0,4,4.00,5,80.00,0,0,0,0,2015
111,"Nic Maddinson
RCB",4,1,1,0,4,4.00,7,57.14,0,0,1,0,2015
112,"Morne Morkel
KKR",4,7,1,1,4*,0.00,3,133.33,0,0,0,0,2015
113,"Dhawal Kulkarni
RR",4,11,2,0,3,2.00,11,36.36,0,0,0,0,2015
114,"Pravin Tambe
RR",3,10,2,2,2*,0.00,5,60.00,0,0,0,0,2015
115,"Parveez Rasool
SRH",2,2,1,1,2*,0.00,2,100.00,0,0,0,0,2015
116,"Ronit More
CSK",2,2,1,1,2*,0.00,2,100.00,0,0,0,0,2015
117,"Shahbaz Nadeem
DC",2,4,1,0,2,2.00,7,28.57,0,0,0,0,2015
118,"Juan Theron
RR",1,1,1,1,1*,0.00,1,100.00,0,0,0,0,2015
119,"Shreyas Gopal
MI",1,1,1,1,1*,0.00,1,100.00,0,0,0,0,2015
120,"Beuran Hendricks
PBKS",1,4,2,2,1*,0.00,2,50.00,0,0,0,0,2015
121,"Bipul Sharma
SRH",1,4,1,0,1,1.00,2,50.00,0,0,0,0,2015
122,"Domnic Joseph
DC",1,6,2,1,1,1.00,3,33.33,0,0,0,0,2015
123,"Yuzvendra Chahal
RCB",1,15,2,2,1*,0.00,1,100.00,0,0,0,0,2015
124,"Ashish Nehra
CSK",1,16,4,3,1*,1.00,7,14.28,0,0,0,0,2015
125,"Rajat Bhatia
RR",0,2,1,0,0*,0.00,1,0.00,0,0,0,0,2015
126,"Pat Cummins
KKR",0,3,1,0,0*,0.00,2,0.00,0,0,0,0,2015
127,"Sreenath Aravind
RCB",0,5,1,1,0*,0.00,1,0.00,0,0,0,0,2015
128,"Sunil Narine
KKR",0,8,1,1,0*,0.00,1,0.00,0,0,0,0,2015
129,"Vinay Kumar
MI",0,13,3,2,0*,0.00,2,0.00,0,0,0,0,2015
