POS,PLAYER,RUNS,MAT,INNS,NO,HS,AVG,BF,SR,100,50,4S,6S,Year
71,"Manan Vohra
RCB",55,4,4,0,45,13.75,47,117.02,0,0,2,4,2018
72,"Shreevats Goswami
SRH",52,6,3,0,35,17.33,40,130.00,0,0,6,1,2018
73,"Tim Southee
RCB",52,8,4,2,36*,26.00,46,113.04,0,0,5,1,2018
74,"Sarfaraz Khan
RCB",51,7,6,1,22*,10.20,41,124.39,0,0,7,1,2018
75,"Rahul Tewatia
DC",50,8,5,2,24,16.66,43,116.27,0,0,5,1,2018
76,"Shreyas Gopal
RR",50,11,4,1,24,16.66,45,111.11,0,0,5,0,2018
77,"Deepak Chahar
CSK",50,12,4,1,39,16.66,29,172.41,0,0,1,4,2018
78,"Jaydev Unadkat
RR",49,15,7,3,26,12.25,38,128.94,0,0,6,1,2018
79,"Manoj Tiwary
PBKS",47,5,4,1,35,15.66,44,106.81,0,0,4,1,2018
80,"Chris Morris
DC",46,4,4,3,27*,46.00,26,176.92,0,0,3,2,2018
81,"Stuart Binny
RR",44,7,5,0,22,8.80,39,112.82,0,0,2,2,2018
82,"JP Duminy
MI",36,6,4,3,23,36.00,40,90.00,0,0,3,1,2018
83,"Andrew Tye
PBKS",32,14,8,2,14,5.33,38,84.21,0,0,2,1,2018
84,"Rinku Singh
KKR",29,4,4,0,16,7.25,31,93.54,0,0,4,0,2018
85,"Harbhajan Singh
CSK",29,13,3,0,19,9.66,36,80.55,0,0,3,1,2018
86,"Piyush Chawla
KKR",27,15,7,3,12,6.75,34,79.41,0,0,1,1,2018
87,"Dan Christian
DC",26,4,3,1,13,13.00,33,78.78,0,0,0,1,2018
88,"Mohammed Siraj
RCB",25,11,4,2,14,12.50,22,113.63,0,0,2,1,2018
89,"Kedar Jadhav
CSK",24,1,1,1,24*,0.00,22,109.09,0,0,1,2,2018
90,"Tom Curran
KKR",23,5,4,1,18,7.66,28,82.14,0,0,3,0,2018
91,"Mayank Markande
MI",21,14,6,4,7*,10.50,24,87.50,0,0,2,0,2018
92,"Mahipal Lomror
RR",20,2,2,1,11,20.00,21,95.23,0,0,1,0,2018
93,"Mohammad Nabi
SRH",18,2,2,0,14,9.00,12,150.00,0,0,3,0,2018
94,"Corey Anderson
RCB",17,3,3,0,15,5.66,22,77.27,0,0,0,1,2018
95,"Chris Woakes
RCB",17,5,4,2,11,8.50,19,89.47,0,0,1,1,2018
96,"Mitchell Johnson
KKR",16,6,2,2,12*,0.00,11,145.45,0,0,2,0,2018
97,"Jofra Archer
RR",15,10,8,3,8,3.00,21,71.42,0,0,2,0,2018
98,"Shardul Thakur
CSK",15,13,1,1,15*,0.00,5,300.00,0,0,3,0,2018
99,"Shivam Mavi
KKR",13,9,4,1,7,4.33,15,86.66,0,0,1,0,2018
100,"Bhuvneshwar Kumar
SRH",13,12,4,2,7,6.50,16,81.25,0,0,1,0,2018
101,"Murali Vijay
CSK",12,1,1,0,12,12.00,10,120.00,0,0,0,1,2018
102,"Kuldeep Yadav
KKR",12,16,3,2,7*,12.00,24,50.00,0,0,1,0,2018
103,"Ankit Rajpoot
PBKS",11,8,3,0,8,3.66,18,61.11,0,0,1,0,2018
104,"Mitchell McClenaghan
MI",11,11,5,3,11*,5.50,10,110.00,0,0,1,1,2018
105,"Mohit Sharma
PBKS",10,9,4,3,4*,10.00,13,76.92,0,0,1,0,2018
106,"Mujeeb Ur Rahman
PBKS",10,11,2,1,10*,10.00,7,142.85,0,0,2,0,2018
107,"Jasprit Bumrah
MI",10,14,3,2,6*,10.00,11,90.90,0,0,1,0,2018
108,"Akshdeep Nath
PBKS",9,1,1,0,9,9.00,13,69.23,0,0,1,0,2018
109,"Dhruv Shorey
CSK",8,1,1,0,8,8.00,9,88.88,0,0,0,1,2018
110,"Prashant Chopra
RR",8,1,1,0,8,8.00,6,133.33,0,0,2,0,2018
111,"Javon Searles
KKR",8,4,2,1,6*,8.00,6,133.33,0,0,0,1,2018
112,"Mohammad Shami
DC",7,4,1,0,7,7.00,6,116.66,0,0,1,0,2018
113,"Vinay Kumar
KKR",6,2,1,1,6*,0.00,3,200.00,0,0,1,0,2018
114,"Shahbaz Nadeem
DC",6,6,1,1,6*,0.00,8,75.00,0,0,0,0,2018
115,"Dhawal Kulkarni
RR",6,8,2,1,3*,6.00,7,85.71,0,0,0,0,2018
116,"Billy Stanlake
SRH",5,4,1,1,5*,0.00,2,250.00,0,0,1,0,2018
117,"Akila Dananjaya
MI",4,1,1,1,4*,0.00,5,80.00,0,0,0,0,2018
118,"Pawan Negi
RCB",3,2,2,0,3,1.50,5,60.00,0,0,0,0,2018
119,"Anureet Singh
RR",3,3,1,1,3*,0.00,4,75.00,0,0,0,0,2018
120,"Basil Thampi
SRH",3,4,2,1,3,3.00,6,50.00,0,0,0,0,2018
121,"Barinder Sran
PBKS",3,6,4,3,2,3.00,7,42.85,0,0,0,0,2018
122,"Umesh Yadav
RCB",3,14,5,1,1*,0.75,11,27.27,0,0,0,0,2018
123,"Siddarth Kaul
SRH",3,17,4,1,2,1.00,14,21.42,0,0,0,0,2018
124,"Imran Tahir
CSK",2,6,1,1,2*,0.00,2,100.00,0,0,0,0,2018
125,"Mark Wood
CSK",1,1,1,0,1,1.00,3,33.33,0,0,0,0,2018
126,"Naman Ojha
DC",1,1,1,0,1,1.00,4,25.00,0,0,0,0,2018
127,"Murugan Ashwin
RCB",1,2,1,0,1,1.00,2,50.00,0,0,0,0,2018
128,"Ish Sodhi
RR",1,6,1,0,1,1.00,6,16.66,0,0,0,0,2018
129,"Ben Laughlin
RR",1,7,2,1,1*,1.00,4,25.00,0,0,0,0,2018
130,"Liam Plunkett
DC",1,7,2,1,1*,1.00,3,33.33,0,0,0,0,2018
131,"Mustafizur Rahman
MI",1,7,2,1,1,1.00,3,33.33,0,0,0,0,2018
132,"Prasidh Krishna
KKR",1,7,2,2,1*,0.00,5,20.00,0,0,0,0,2018
133,"Amit Mishra
DC",1,10,1,1,1*,0.00,2,50.00,0,0,0,0,2018
134,"Pradeep Sangwan
MI",0,1,1,0,0*,0.00,4,0.00,0,0,0,0,2018
135,"Ricky Bhui
SRH",0,1,1,0,0*,0.00,5,0.00,0,0,0,0,2018
136,"Sandeep Sharma
SRH",0,12,3,1,0*,0.00,4,0.00,0,0,0,0,2018
137,"Trent Boult
DC",0,14,1,0,0*,0.00,2,0.00,0,0,0,0,2018
138,"Yuzvendra Chahal
RCB",0,14,1,1,0*,0.00,4,0.00,0,0,0,0,2018
