POS,PLAYER,RUNS,MAT,INNS,NO,HS,AVG,BF,SR,100,50,4S,6S,Year
66,"Jason Roy
GL",59,3,3,1,31,29.50,40,147.50,0,0,9,1,2017
67,"Kagiso Rabada
DC",55,6,3,0,44,18.33,64,85.93,0,0,5,1,2017
68,"James Faulkner
GL",54,8,6,2,21,13.50,57,94.73,0,0,4,0,2017
69,"Andrew Tye
GL",53,6,3,1,25,26.50,30,176.66,0,0,4,3,2017
70,"Saurabh Tiwary
MI",52,1,1,0,52,52.00,43,120.93,0,1,9,0,2017
71,"Ben Cutting
SRH",51,4,3,1,20,25.50,26,196.15,0,0,5,3,2017
72,"Mohit Sharma
PBKS",51,14,7,1,13,8.50,50,102.00,0,0,3,1,2017
73,"Karn Sharma
MI",49,9,6,0,19,8.16,41,119.51,0,0,5,2,2017
74,"Amit Mishra
DC",49,14,6,5,13*,49.00,52,94.23,0,0,2,2,2017
75,"Chris Woakes
KKR",46,13,7,3,18,11.50,47,97.87,0,0,4,1,2017
76,"Sheldon Jackson
KKR",38,4,3,1,16,19.00,31,122.58,0,0,5,0,2017
77,"Mohammad Shami
DC",36,8,6,2,21,9.00,24,150.00,0,0,4,2,2017
78,"Ishank Jaggi
KKR",33,2,2,1,28,33.00,39,84.61,0,0,3,0,2017
79,"Angelo Mathews
DC",32,3,2,0,31,16.00,27,118.51,0,0,2,1,2017
80,"Sreenath Aravind
RCB",32,10,8,4,9,8.00,40,80.00,0,0,2,0,2017
81,"Bipul Sharma
SRH",31,7,3,2,21*,31.00,24,129.16,0,0,2,1,2017
82,"Marlon Samuels
DC",29,5,4,0,27,7.25,31,93.54,0,0,1,2,2017
83,"Basil Thampi
GL",28,12,5,5,13*,0.00,28,100.00,0,0,1,1,2017
84,"Mayank Agarwal
RPS",26,3,3,0,20,8.66,27,96.29,0,0,3,0,2017
85,"Ankit Sharma
RPS",25,1,1,0,25,25.00,15,166.66,0,0,2,1,2017
86,"Aniket Choudhary
RCB",25,5,3,2,15*,25.00,20,125.00,0,0,1,1,2017
87,"Mitchell Johnson
MI",20,5,3,3,13*,0.00,17,117.64,0,0,1,1,2017
88,"Kuldeep Yadav
KKR",20,12,2,0,16,10.00,22,90.90,0,0,2,0,2017
89,"Rahul Tewatia
PBKS",19,3,2,1,15*,19.00,11,172.72,0,0,4,0,2017
90,"Vishnu Vinod
RCB",19,3,3,0,9,6.33,26,73.07,0,0,1,1,2017
91,"Aditya Tare
DC",18,3,3,0,18,6.00,23,78.26,0,0,3,0,2017
92,"Marcus Stoinis
PBKS",17,5,3,0,9,5.66,24,70.83,0,0,1,0,2017
93,"Rajat Bhatia
RPS",16,3,2,1,16,16.00,17,94.11,0,0,0,1,2017
94,"Harbhajan Singh
MI",16,11,7,5,7*,8.00,16,100.00,0,0,0,1,2017
95,"Mitchell McClenaghan
MI",16,14,7,3,12,4.00,15,106.66,0,0,0,1,2017
96,"Jasprit Bumrah
MI",16,16,2,1,16*,16.00,12,133.33,0,0,0,1,2017
97,"Anureet Singh
PBKS",15,1,1,0,15,15.00,12,125.00,0,0,2,0,2017
98,"Sachin Baby
RCB",15,3,3,0,12,5.00,15,100.00,0,0,2,0,2017
99,"Deepak Chahar
RPS",14,3,1,0,14,14.00,6,233.33,0,0,0,2,2017
100,"Nathan Coulter-Nile
KKR",14,8,3,0,6,4.66,12,116.66,0,0,0,2,2017
101,"Samuel Badree
RCB",13,7,5,0,8,2.60,23,56.52,0,0,0,0,2017
102,"Yuzvendra Chahal
RCB",13,13,6,3,4*,4.33,26,50.00,0,0,0,0,2017
103,"Ankit Bawne
DC",12,1,1,1,12*,0.00,12,100.00,0,0,1,0,2017
104,"Carlos Brathwaite
DC",12,2,2,0,11,6.00,15,80.00,0,0,2,0,2017
105,"Swapnil Singh
PBKS",12,4,2,0,10,6.00,19,63.15,0,0,0,0,2017
106,"Rashid Khan
SRH",11,14,3,1,6*,5.50,9,122.22,0,0,0,1,2017
107,"Umesh Yadav
KKR",10,14,4,4,4*,0.00,13,76.92,0,0,0,0,2017
108,"Washington Sundar
RPS",9,11,5,4,5*,9.00,12,75.00,0,0,0,0,2017
109,"Faf du Plessis
RPS",8,2,1,0,8,8.00,7,114.28,0,0,1,0,2017
110,"Tymal Mills
RCB",8,5,3,0,6,2.66,11,72.72,0,0,0,1,2017
111,"Ishant Sharma
PBKS",8,6,3,1,5*,4.00,12,66.66,0,0,1,0,2017
112,"Praveen Kumar
GL",8,6,2,1,7*,8.00,9,88.88,0,0,0,0,2017
113,"Ashok Dinda
RPS",7,3,1,0,7,7.00,7,100.00,0,0,1,0,2017
114,"Tim Southee
MI",7,3,1,0,7,7.00,3,233.33,0,0,0,1,2017
115,"Adam Milne
RCB",7,4,3,1,5,3.50,12,58.33,0,0,0,0,2017
116,"Ankit Soni
GL",7,7,3,1,7*,3.50,9,77.77,0,0,0,1,2017
117,"Lasith Malinga
MI",7,12,2,2,7*,0.00,3,233.33,0,0,0,1,2017
118,"Sandeep Sharma
PBKS",7,13,4,4,5*,0.00,6,116.66,0,0,0,0,2017
119,"Darren Bravo
KKR",6,1,1,1,6*,0.00,5,120.00,0,0,1,0,2017
120,"Iqbal Abdulla
RCB",5,2,1,1,5*,0.00,7,71.42,0,0,0,0,2017
121,"Adam Zampa
RPS",5,6,1,0,5,5.00,7,71.42,0,0,1,0,2017
122,"Trent Boult
KKR",5,6,1,1,5*,0.00,8,62.50,0,0,0,0,2017
123,"Ankit Rajpoot
KKR",4,5,1,0,4,4.00,7,57.14,0,0,1,0,2017
124,"Varun Aaron
PBKS",4,6,2,1,4,4.00,10,40.00,0,0,0,0,2017
125,"Zaheer Khan
DC",4,11,3,2,2,4.00,13,30.76,0,0,0,0,2017
126,"Bhuvneshwar Kumar
SRH",4,14,2,1,4*,4.00,4,100.00,0,0,0,0,2017
127,"Rahul Chahar
RPS",3,3,1,1,3*,0.00,2,150.00,0,0,0,0,2017
128,"Irfan Pathan
GL",2,1,1,0,2,2.00,3,66.66,0,0,0,0,2017
129,"Mohammad Nabi
SRH",2,3,1,0,2,2.00,3,66.66,0,0,0,0,2017
130,"KC Cariappa
PBKS",2,4,2,0,1,1.00,7,28.57,0,0,0,0,2017
131,"Pradeep Sangwan
GL",2,5,3,1,1*,1.00,4,50.00,0,0,0,0,2017
132,"Piyush Chawla
KKR",2,6,1,0,2,2.00,6,33.33,0,0,0,0,2017
133,"Shahbaz Nadeem
DC",2,7,4,1,2,0.66,9,22.22,0,0,0,0,2017
134,"Jaydev Unadkat
RPS",2,12,2,2,2*,0.00,5,40.00,0,0,0,0,2017
135,"Shakib Al Hasan
KKR",1,1,1,1,1*,0.00,1,100.00,0,0,0,0,2017
136,"Lockie Ferguson
RPS",1,4,1,1,1*,0.00,1,100.00,0,0,0,0,2017
137,"Dhawal Kulkarni
GL",1,6,1,0,1,1.00,2,50.00,0,0,0,0,2017
138,"Akshdeep Nath
GL",0,1,1,0,0*,0.00,1,0.00,0,0,0,0,2017
139,"Chris Jordan
SRH",0,1,1,0,0*,0.00,1,0.00,0,0,0,0,2017
140,"Munaf Patel
GL",0,2,1,0,0*,0.00,1,0.00,0,0,0,0,2017
141,"Siddarth Kaul
SRH",0,10,1,1,0*,0.00,2,0.00,0,0,0,0,2017
142,"Imran Tahir
RPS",0,12,1,1,0*,0.00,2,0.00,0,0,0,0,2017
143,"Shardul Thakur
RPS",0,12,3,0,0*,0.00,3,0.00,0,0,0,0,2017
