POS,PLAYER,RUNS,MAT,INNS,NO,HS,AVG,BF,SR,100,50,4S,6S,Year
23,"Jacques Kallis
KKR",311,16,16,1,41,20.73,322,96.58,0,0,35,3,2013
24,"Eoin Morgan
KKR",307,14,13,2,51,27.90,240,127.91,0,1,28,13,2013
25,"Shaun Marsh
PBKS",300,8,8,0,77,37.50,249,120.48,0,3,39,4,2013
26,"Virender Sehwag
DC",295,13,13,1,95*,24.58,233,126.60,0,1,41,6,2013
27,"Adam Gilchrist
PBKS",294,13,13,1,85*,24.50,229,128.38,0,1,41,6,2013
28,"Parthiv Patel
SRH",294,13,13,0,61,22.61,255,115.29,0,1,37,4,2013
29,"Brad Hodge
RR",293,17,14,7,54*,41.85,218,134.40,0,1,27,9,2013
30,"Stuart Binny
RR",293,17,16,7,41*,32.55,199,147.23,0,0,25,12,2013
31,"Sachin Tendulkar
MI",287,14,14,1,54,22.07,231,124.24,0,1,38,5,2013
32,"Ambati Rayudu
MI",265,19,17,3,37,18.92,231,114.71,0,0,22,4,2013
33,"Mandeep Singh
PBKS",260,16,14,1,77*,20.00,223,116.59,0,1,36,0,2013
34,"Manvinder Bisla
KKR",255,14,14,1,92,19.61,236,108.05,0,2,36,6,2013
35,"Hanuma Vihari
SRH",241,17,17,3,46,17.21,278,86.69,0,0,17,1,2013
36,"Yuvraj Singh
PWI",238,13,13,1,34,19.83,190,125.26,0,0,14,15,2013
37,"David Hussey
PBKS",235,12,11,1,41,23.50,209,112.44,0,0,20,6,2013
38,"Thisara Perera
SRH",233,16,14,4,40,23.30,163,142.94,0,0,12,14,2013
39,"Cameron White
SRH",209,13,13,1,52,17.41,191,109.42,0,1,18,7,2013
40,"Sanju Samson
RR",206,11,10,2,63,25.75,178,115.73,0,1,19,5,2013
41,"Ravindra Jadeja
CSK",201,18,14,6,38*,25.12,135,148.88,0,0,17,6,2013
42,"Azhar Mahmood
PBKS",196,11,10,0,80,19.60,154,127.27,0,2,22,5,2013
43,"Ben Rohrer
DC",193,8,8,2,64*,32.16,140,137.85,0,1,21,5,2013
44,"Darren Sammy
SRH",174,10,9,3,60,29.00,132,131.81,0,1,11,10,2013
45,"Angelo Mathews
PWI",172,11,10,3,40,24.57,139,123.74,0,0,5,10,2013
46,"Moises Henriques
RCB",165,10,9,5,44,41.25,125,132.00,0,0,20,3,2013
47,"Manan Vohra
PBKS",161,12,10,2,43*,20.12,117,137.60,0,0,22,2,2013
48,"Steve Smith
PWI",159,7,7,3,41,39.75,132,120.45,0,0,15,4,2013
49,"Unmukt Chand
DC",158,9,9,0,41,17.55,158,100.00,0,0,17,4,2013
50,"Kedar Jadhav
DC",152,12,10,3,31,21.71,124,122.58,0,0,8,5,2013
51,"Manoj Tiwary
KKR",146,10,9,1,33,18.25,140,104.28,0,0,12,1,2013
52,"Irfan Pathan
DC",142,15,13,5,24,17.75,152,93.42,0,0,9,3,2013
53,"Mitchell Marsh
PWI",140,9,8,1,38,20.00,106,132.07,0,0,6,10,2013
54,"Manish Pandey
PWI",136,7,7,1,66,22.66,137,99.27,0,1,11,3,2013
55,"Manpreet Juneja
DC",125,7,7,0,49,17.85,128,97.65,0,0,11,1,2013
56,"Ashish Reddy
SRH",125,12,10,4,36*,20.83,89,140.44,0,0,8,5,2013
57,"Dishant Yagnik
RR",125,12,9,1,34,15.62,96,130.20,0,0,17,2,2013
58,"Subramaniam Badrinath
CSK",124,18,8,1,34,17.71,121,102.47,0,0,11,0,2013
59,"Aditya Tare
MI",123,5,5,0,59,24.60,84,146.42,0,1,14,5,2013
60,"Biplap Samantray
SRH",123,8,7,2,55,24.60,111,110.81,0,1,13,2,2013
61,"Dwayne Bravo
CSK",121,18,12,4,23*,15.12,106,114.15,0,0,11,3,2013
62,"Kumar Sangakkara
SRH",120,9,9,0,28,13.33,136,88.23,0,0,13,0,2013
63,"Harbhajan Singh
MI",116,19,14,8,25*,19.33,79,146.83,0,0,12,5,2013
64,"Rajagopal Sathish
PBKS",109,9,8,3,27*,21.80,77,141.55,0,0,9,5,2013
65,"Saurabh Tiwary
RCB",109,9,6,2,52,27.25,106,102.83,0,1,4,4,2013
66,"Gurkeerat Mann Singh
PBKS",108,11,9,1,31,13.50,95,113.68,0,0,10,3,2013
67,"Luke Wright
PWI",106,6,6,1,44,21.20,60,176.66,0,0,16,3,2013
68,"Rajat Bhatia
KKR",99,15,10,4,26*,16.50,80,123.75,0,0,8,3,2013
69,"Cheteshwar Pujara
RCB",92,4,4,0,51,23.00,99,92.92,0,1,14,0,2013
70,"Akshath Reddy
SRH",91,7,7,0,27,13.00,101,90.09,0,0,9,0,2013
71,"Amit Mishra
SRH",89,17,8,2,30,14.83,96,92.70,0,0,9,0,2013
72,"Ryan ten Doeschate
KKR",85,4,4,1,42,28.33,63,134.92,0,0,9,2,2013
73,"Karn Sharma
SRH",85,13,7,3,39*,21.25,86,98.83,0,0,6,2,2013
74,"Tillakaratne Dilshan
RCB",76,5,5,0,33,15.20,93,81.72,0,0,12,0,2013
75,"Debabrata Das
KKR",75,10,6,1,23,15.00,74,101.35,0,0,5,5,2013
76,"Wriddhiman Saha
CSK",70,3,3,0,39,23.33,56,125.00,0,0,6,4,2013
77,"Vinay Kumar
RCB",70,16,5,4,26*,70.00,44,159.09,0,0,6,3,2013
78,"Mayank Agarwal
RCB",67,5,5,0,29,13.40,62,108.06,0,0,6,3,2013
79,"Abhishek Nayar
PWI",66,11,9,3,25*,11.00,73,90.41,0,0,5,0,2013
80,"Piyush Chawla
PBKS",64,16,11,5,23,10.66,57,112.28,0,0,5,3,2013
81,"Ross Taylor
PWI",63,5,5,0,19,12.60,76,82.89,0,0,2,1,2013
82,"Luke Pomersbach
PBKS",58,3,3,1,33*,29.00,59,98.30,0,0,5,1,2013
83,"Morne Morkel
DC",57,10,6,1,23*,11.40,29,196.55,0,0,6,3,2013
84,"James Faulkner
RR",57,16,9,4,19*,11.40,57,100.00,0,0,5,2,2013
85,"Dale Steyn
SRH",53,17,8,6,18*,26.50,36,147.22,0,0,5,2,2013
86,"Ricky Ponting
MI",52,6,5,0,28,10.40,75,69.33,0,0,3,1,2013
87,"Tirumalasetti Suman
PWI",52,7,5,0,23,10.40,58,89.65,0,0,8,0,2013
88,"Bhuvneshwar Kumar
PWI",52,16,9,2,24*,7.42,71,73.23,0,0,3,1,2013
89,"Praveen Kumar
PBKS",47,15,7,1,24,7.83,39,120.51,0,0,3,3,2013
90,"Albie Morkel
CSK",46,8,3,0,23,15.33,37,124.32,0,0,2,3,2013
91,"Manpreet Gony
PBKS",45,8,5,1,42,11.25,25,180.00,0,0,4,3,2013
92,"Chidhambaram Gautam
DC",44,3,3,1,30,22.00,34,129.41,0,0,4,1,2013
93,"Johan Botha
DC",43,6,6,0,23,7.16,52,82.69,0,0,5,1,2013
94,"Arun Karthik
RCB",41,12,5,2,19*,13.66,38,107.89,0,0,3,1,2013
95,"Kevon Cooper
RR",39,14,5,1,26,9.75,22,177.27,0,0,4,2,2013
96,"Mitchell Johnson
MI",39,17,6,2,11,9.75,36,108.33,0,0,2,2,2013
97,"Ravi Rampaul
RCB",38,10,6,2,23*,9.50,37,102.70,0,0,3,1,2013
98,"Umesh Yadav
DC",38,16,8,7,12*,38.00,38,100.00,0,0,3,1,2013
99,"Glenn Maxwell
MI",36,3,3,1,23,18.00,27,133.33,0,0,1,4,2013
100,"Ravichandran Ashwin
CSK",35,18,5,1,11*,8.75,49,71.42,0,0,4,0,2013
101,"Kane Richardson
PWI",34,3,2,0,26,17.00,36,94.44,0,0,2,1,2013
102,"Owais Shah
RR",25,2,2,0,24,12.50,23,108.69,0,0,2,0,2013
103,"Sumit Narwal
KKR",23,2,1,0,23,23.00,15,153.33,0,0,4,0,2013
104,"Jeevan Mendis
DC",23,3,3,0,12,7.66,27,85.18,0,0,0,0,2013
105,"Roelof van der Merwe
DC",22,3,2,0,14,11.00,25,88.00,0,0,2,0,2013
106,"Brett Lee
KKR",21,3,2,1,16*,21.00,12,175.00,0,0,1,2,2013
107,"Rishi Dhawan
MI",21,6,4,1,14,7.00,21,100.00,0,0,3,0,2013
108,"Sunil Narine
KKR",21,16,6,3,13,7.00,19,110.52,0,0,0,2,2013
109,"KL Rahul
RCB",20,5,2,0,12,10.00,16,125.00,0,0,4,0,2013
110,"Abhinav Mukund
RCB",19,1,1,0,19,19.00,21,90.47,0,0,1,0,2013
111,"Bharat Chipli
DC",16,1,1,0,16,16.00,18,88.88,0,0,1,1,2013
112,"Dwaraka Ravi Teja
SRH",14,2,2,1,10,14.00,17,82.35,0,0,0,0,2013
113,"Kushal Janith Perera
RR",14,2,2,0,14,7.00,13,107.69,0,0,3,0,2013
114,"Shahbaz Nadeem
DC",14,12,6,1,6,2.80,27,51.85,0,0,1,0,2013
115,"Chris Morris
CSK",14,16,6,4,7*,7.00,16,87.50,0,0,0,0,2013
116,"Mithun Manhas
PWI",13,3,2,2,11*,0.00,17,76.47,0,0,1,0,2013
117,"Ajit Agarkar
DC",12,4,2,1,9*,12.00,16,75.00,0,0,0,0,2013
118,"Andre Russell
DC",11,3,2,0,7,5.50,14,78.57,0,0,0,0,2013
119,"Rahul Sharma
PWI",11,11,6,2,10*,2.75,17,64.70,0,0,1,0,2013
120,"Thalaivan Sargunam
SRH",10,1,1,0,10,10.00,17,58.82,0,0,0,0,2013
121,"Syed Mohammad
RCB",10,4,2,0,9,5.00,13,76.92,0,0,1,0,2013
122,"Sachithra Senanayake
KKR",10,8,4,3,7*,10.00,17,58.82,0,0,0,0,2013
123,"Nathan Coulter-Nile
MI",9,1,1,0,9,9.00,6,150.00,0,0,0,1,2013
124,"Karun Nair
RCB",9,2,2,0,9,4.50,12,75.00,0,0,0,0,2013
125,"Naman Ojha
DC",9,2,2,1,9,9.00,10,90.00,0,0,1,0,2013
126,"Ashok Dinda
PWI",9,13,5,3,6*,4.50,11,81.81,0,0,1,0,2013
127,"Lakshmipathy Balaji
KKR",9,13,3,2,9*,9.00,10,90.00,0,0,1,0,2013
128,"Lasith Malinga
MI",9,17,6,2,7,2.25,18,50.00,0,0,1,0,2013
129,"Marlon Samuels
PWI",8,2,2,0,5,4.00,18,44.44,0,0,1,0,2013
130,"Iqbal Abdulla
KKR",8,5,2,2,6*,0.00,14,57.14,0,0,0,0,2013
131,"Udit Birla
PWI",7,2,1,0,7,7.00,14,50.00,0,0,1,0,2013
132,"Siddarth Kaul
DC",7,6,2,2,7*,0.00,9,77.77,0,0,0,0,2013
133,"Brendon McCullum
KKR",6,1,1,0,6,6.00,7,85.71,0,0,1,0,2013
134,"Paul Valthaty
PBKS",6,1,1,0,6,6.00,17,35.29,0,0,0,0,2013
135,"Dan Christian
RCB",6,2,2,0,4,3.00,15,40.00,0,0,0,0,2013
136,"Quinton de Kock
SRH",6,3,3,0,4,2.00,15,40.00,0,0,1,0,2013
137,"Dimitri Mascarenhas
PBKS",5,1,1,1,5*,0.00,5,100.00,0,0,0,0,2013
138,"Paras Dogra
KKR",5,1,1,0,5,5.00,8,62.50,0,0,0,0,2013
139,"Mahesh Rawat
PWI",5,2,2,1,5,5.00,11,45.45,0,0,0,0,2013
140,"Parveez Rasool
PWI",5,2,2,1,4*,5.00,9,55.55,0,0,0,0,2013
141,"Ali Murtaza
PWI",5,3,1,0,5,5.00,4,125.00,0,0,1,0,2013
142,"Mohammad Shami
KKR",5,3,1,0,5,5.00,10,50.00,0,0,0,0,2013
143,"Wayne Parnell
PWI",5,4,1,0,5,5.00,7,71.42,0,0,0,0,2013
144,"Ben Laughlin
CSK",4,2,2,1,4*,4.00,9,44.44,0,0,0,0,2013
145,"Pradeep Sangwan
KKR",4,2,1,1,4*,0.00,2,200.00,0,0,1,0,2013
146,"Raiphi Gomez
PWI",4,2,1,1,4*,0.00,1,400.00,0,0,1,0,2013
147,"Ajit Chandila
RR",4,8,1,1,4*,0.00,6,66.66,0,0,0,0,2013
148,"Ryan McLaren
KKR",3,2,2,0,2,1.50,6,50.00,0,0,0,0,2013
149,"Harmeet Singh Bansal
PBKS",3,3,1,0,3,3.00,4,75.00,0,0,0,0,2013
150,"Pravin Tambe
RR",3,3,1,1,3*,0.00,6,50.00,0,0,0,0,2013
151,"Laxmi Ratan Shukla
KKR",3,4,2,0,2,1.50,12,25.00,0,0,0,0,2013
152,"Sachin Baby
RR",3,4,1,0,3,3.00,7,42.85,0,0,0,0,2013
153,"Siddharth Trivedi
RR",3,17,2,1,3,3.00,7,42.85,0,0,0,0,2013
154,"Abhimanyu Mithun
RCB",2,1,1,0,2,2.00,2,100.00,0,0,0,0,2013
155,"Ajantha Mendis
PWI",2,3,1,0,2,2.00,4,50.00,0,0,0,0,2013
156,"Ryan Harris
PBKS",2,3,2,1,2*,2.00,5,40.00,0,0,0,0,2013
157,"Murali Kartik
RCB",2,11,2,1,2*,2.00,3,66.66,0,0,0,0,2013
158,"Pragyan Ojha
MI",2,16,3,2,1*,2.00,4,50.00,0,0,0,0,2013
